temperature_K,pressure_bar,ignition_delay_s,equivalence_ratio,composition,source_file,ignition_target,ignition_type,simulated_delay_s,simulated_to_experiment_ratio,ignited
929.5,19.3,0.00258,1.0,"{'nC7H16': 0.01874, 'O2': 0.20615, 'N2': 0.77511}",external/ckdb/n-heptane/Ciezki 1993/st_ciezki_1993-5.yaml,pressure,d/dt max,0.004264711960455406,1.6529891319594598,True
882.31,19.3,0.001903,1.0,"{'nC7H16': 0.01874, 'O2': 0.20615, 'N2': 0.77511}",external/ckdb/n-heptane/Ciezki 1993/st_ciezki_1993-5.yaml,pressure,d/dt max,0.0029297405086321886,1.5395378395334676,True
823.2,19.3,0.0016569999999999998,1.0,"{'nC7H16': 0.01874, 'O2': 0.20615, 'N2': 0.77511}",external/ckdb/n-heptane/Ciezki 1993/st_ciezki_1993-5.yaml,pressure,d/dt max,0.002005361065137698,1.2102360079286048,True
789.57,19.3,0.0014739999999999998,1.0,"{'nC7H16': 0.01874, 'O2': 0.20615, 'N2': 0.77511}",external/ckdb/n-heptane/Ciezki 1993/st_ciezki_1993-5.yaml,pressure,d/dt max,0.0019174771231034024,1.300866433584398,True
744.24,19.3,0.0017009999999999998,1.0,"{'nC7H16': 0.01874, 'O2': 0.20615, 'N2': 0.77511}",external/ckdb/n-heptane/Ciezki 1993/st_ciezki_1993-5.yaml,pressure,d/dt max,0.0026182910226456085,1.539265739356619,True
1062.2,30.0,0.00048699999999999997,1.0,"{'nC7H16': 0.01874, 'O2': 0.20615, 'N2': 0.77511}",external/ckdb/n-heptane/Ciezki 1993/st_ciezki_1993-6.yaml,pressure,d/dt max,0.0007277150510839219,1.4942814190634948,True
952.74,30.0,0.001045,1.0,"{'nC7H16': 0.01874, 'O2': 0.20615, 'N2': 0.77511}",external/ckdb/n-heptane/Ciezki 1993/st_ciezki_1993-6.yaml,pressure,d/dt max,0.0015064626467363815,1.4415910495084991,True
845.72,30.0,0.0007369999999999999,1.0,"{'nC7H16': 0.01874, 'O2': 0.20615, 'N2': 0.77511}",external/ckdb/n-heptane/Ciezki 1993/st_ciezki_1993-6.yaml,pressure,d/dt max,0.0007668261218842973,1.040469636206645,True
735.76,30.0,0.0017419999999999998,1.0,"{'nC7H16': 0.01874, 'O2': 0.20615, 'N2': 0.77511}",external/ckdb/n-heptane/Ciezki 1993/st_ciezki_1993-6.yaml,pressure,d/dt max,0.0018349107927051452,1.053335701897328,True
1064.7,42.0,0.00026399999999999997,1.0,"{'nC7H16': 0.01874, 'O2': 0.20615, 'N2': 0.77511}",external/ckdb/n-heptane/Ciezki 1993/st_ciezki_1993-7.yaml,pressure,d/dt max,0.00045878593072097996,1.7378254951552274,True
981.26,42.0,0.00056,1.0,"{'nC7H16': 0.01874, 'O2': 0.20615, 'N2': 0.77511}",external/ckdb/n-heptane/Ciezki 1993/st_ciezki_1993-7.yaml,pressure,d/dt max,0.0007253422934755939,1.295254095492132,True
942.63,42.0,0.0005639999999999999,1.0,"{'nC7H16': 0.01874, 'O2': 0.20615, 'N2': 0.77511}",external/ckdb/n-heptane/Ciezki 1993/st_ciezki_1993-7.yaml,pressure,d/dt max,0.0005588167147044839,0.9908097778448297,True
916.58,42.0,0.000552,1.0,"{'nC7H16': 0.01874, 'O2': 0.20615, 'N2': 0.77511}",external/ckdb/n-heptane/Ciezki 1993/st_ciezki_1993-7.yaml,pressure,d/dt max,0.00046826443702759605,0.8483051395427466,True
866.68,42.0,0.000395,1.0,"{'nC7H16': 0.01874, 'O2': 0.20615, 'N2': 0.77511}",external/ckdb/n-heptane/Ciezki 1993/st_ciezki_1993-7.yaml,pressure,d/dt max,0.0003841780572822831,0.9726026766640078,True
813.4,42.0,0.000455,1.0,"{'nC7H16': 0.01874, 'O2': 0.20615, 'N2': 0.77511}",external/ckdb/n-heptane/Ciezki 1993/st_ciezki_1993-7.yaml,pressure,d/dt max,0.00045756429487289676,1.0056358129074654,True
1228.0,13.5,0.000185,2.0,"{'nC7H16': 0.036792, 'O2': 0.202354, 'N2': 0.760854}",external/ckdb/n-heptane/Ciezki 1993/st_ciezki_1993-8.yaml,pressure,d/dt max,0.00018603649655928503,1.0056026841042434,True
1210.7,13.5,0.00022899999999999998,2.0,"{'nC7H16': 0.036792, 'O2': 0.202354, 'N2': 0.760854}",external/ckdb/n-heptane/Ciezki 1993/st_ciezki_1993-8.yaml,pressure,d/dt max,0.0002185548015759533,0.9543877798076564,True
1193.5,13.5,0.000245,2.0,"{'nC7H16': 0.036792, 'O2': 0.202354, 'N2': 0.760854}",external/ckdb/n-heptane/Ciezki 1993/st_ciezki_1993-8.yaml,pressure,d/dt max,0.0002590062247123058,1.0571682641318603,True
1117.4,13.5,0.000576,2.0,"{'nC7H16': 0.036792, 'O2': 0.202354, 'N2': 0.760854}",external/ckdb/n-heptane/Ciezki 1993/st_ciezki_1993-8.yaml,pressure,d/dt max,0.0006246166473810947,1.0844039017032894,True
1007.8,13.5,0.001926,2.0,"{'nC7H16': 0.036792, 'O2': 0.202354, 'N2': 0.760854}",external/ckdb/n-heptane/Ciezki 1993/st_ciezki_1993-8.yaml,pressure,d/dt max,0.0031284867377145823,1.6243441005787032,True
970.71,13.5,0.003032,2.0,"{'nC7H16': 0.036792, 'O2': 0.202354, 'N2': 0.760854}",external/ckdb/n-heptane/Ciezki 1993/st_ciezki_1993-8.yaml,pressure,d/dt max,0.005197675353337168,1.7142728737919422,True
968.59,13.5,0.0034639999999999996,2.0,"{'nC7H16': 0.036792, 'O2': 0.202354, 'N2': 0.760854}",external/ckdb/n-heptane/Ciezki 1993/st_ciezki_1993-8.yaml,pressure,d/dt max,0.005325824645566837,1.53747824641075,True
913.18,13.5,0.003861,2.0,"{'nC7H16': 0.036792, 'O2': 0.202354, 'N2': 0.760854}",external/ckdb/n-heptane/Ciezki 1993/st_ciezki_1993-8.yaml,pressure,d/dt max,0.007036747925907547,1.8225195353295902,True
893.31,13.5,0.0038339999999999997,2.0,"{'nC7H16': 0.036792, 'O2': 0.202354, 'N2': 0.760854}",external/ckdb/n-heptane/Ciezki 1993/st_ciezki_1993-8.yaml,pressure,d/dt max,0.006248024361178649,1.6296359836146712,True
831.21,13.5,0.0022559999999999998,2.0,"{'nC7H16': 0.036792, 'O2': 0.202354, 'N2': 0.760854}",external/ckdb/n-heptane/Ciezki 1993/st_ciezki_1993-8.yaml,pressure,d/dt max,0.003657553809208095,1.621256121102879,True
808.27,13.5,0.00216,2.0,"{'nC7H16': 0.036792, 'O2': 0.202354, 'N2': 0.760854}",external/ckdb/n-heptane/Ciezki 1993/st_ciezki_1993-8.yaml,pressure,d/dt max,0.003099654219949395,1.4350251018284235,True
786.14,13.5,0.001815,2.0,"{'nC7H16': 0.036792, 'O2': 0.202354, 'N2': 0.760854}",external/ckdb/n-heptane/Ciezki 1993/st_ciezki_1993-8.yaml,pressure,d/dt max,0.0028262745720595167,1.5571760727600643,True
748.03,13.5,0.002535,2.0,"{'nC7H16': 0.036792, 'O2': 0.202354, 'N2': 0.760854}",external/ckdb/n-heptane/Ciezki 1993/st_ciezki_1993-8.yaml,pressure,d/dt max,0.003129136728131434,1.2343734627737413,True
716.18,13.5,0.00505,2.0,"{'nC7H16': 0.036792, 'O2': 0.202354, 'N2': 0.760854}",external/ckdb/n-heptane/Ciezki 1993/st_ciezki_1993-8.yaml,pressure,d/dt max,0.004602000734957827,0.9112872742490747,True
693.45,13.5,0.006967999999999999,2.0,"{'nC7H16': 0.036792, 'O2': 0.202354, 'N2': 0.760854}",external/ckdb/n-heptane/Ciezki 1993/st_ciezki_1993-8.yaml,pressure,d/dt max,0.007061679226339081,1.013444205846596,True
691.19,13.5,0.006559,2.0,"{'nC7H16': 0.036792, 'O2': 0.202354, 'N2': 0.760854}",external/ckdb/n-heptane/Ciezki 1993/st_ciezki_1993-8.yaml,pressure,d/dt max,0.0074132930287026605,1.1302474506331242,True
686.84,13.5,0.007483,2.0,"{'nC7H16': 0.036792, 'O2': 0.202354, 'N2': 0.760854}",external/ckdb/n-heptane/Ciezki 1993/st_ciezki_1993-8.yaml,pressure,d/dt max,0.0081630631619907,1.0908810853923159,True
1280.3,13.5,0.000104,3.0,"{'nC7H16': 0.054191, 'O2': 0.198699, 'N2': 0.74711}",external/ckdb/n-heptane/Ciezki 1993/st_ciezki_1993-9.yaml,pressure,d/dt max,0.0001063156390005215,1.022265759620399,True
1178.1,13.5,0.00027299999999999997,3.0,"{'nC7H16': 0.054191, 'O2': 0.198699, 'N2': 0.74711}",external/ckdb/n-heptane/Ciezki 1993/st_ciezki_1993-9.yaml,pressure,d/dt max,0.0002652189954125142,0.9714981516941913,True
1093.1,13.5,0.0006309999999999999,3.0,"{'nC7H16': 0.054191, 'O2': 0.198699, 'N2': 0.74711}",external/ckdb/n-heptane/Ciezki 1993/st_ciezki_1993-9.yaml,pressure,d/dt max,0.0007548387545613262,1.1962579311589956,True
1011.3,13.5,0.001517,3.0,"{'nC7H16': 0.054191, 'O2': 0.198699, 'N2': 0.74711}",external/ckdb/n-heptane/Ciezki 1993/st_ciezki_1993-9.yaml,pressure,d/dt max,0.0025760877228229576,1.6981461587494777,True
942.79,13.5,0.002722,3.0,"{'nC7H16': 0.054191, 'O2': 0.198699, 'N2': 0.74711}",external/ckdb/n-heptane/Ciezki 1993/st_ciezki_1993-9.yaml,pressure,d/dt max,0.00563942052297912,2.07179299154266,True
903.53,13.5,0.00197,3.0,"{'nC7H16': 0.054191, 'O2': 0.198699, 'N2': 0.74711}",external/ckdb/n-heptane/Ciezki 1993/st_ciezki_1993-9.yaml,pressure,d/dt max,0.005581508573741845,2.833253083117688,True
868.83,13.5,0.0017109999999999998,3.0,"{'nC7H16': 0.054191, 'O2': 0.198699, 'N2': 0.74711}",external/ckdb/n-heptane/Ciezki 1993/st_ciezki_1993-9.yaml,pressure,d/dt max,0.004206933719187789,2.4587572876608936,True
833.31,13.5,0.001302,3.0,"{'nC7H16': 0.054191, 'O2': 0.198699, 'N2': 0.74711}",external/ckdb/n-heptane/Ciezki 1993/st_ciezki_1993-9.yaml,pressure,d/dt max,0.0031669219301920216,2.432351712897098,True
738.34,13.5,0.002683,3.0,"{'nC7H16': 0.054191, 'O2': 0.198699, 'N2': 0.74711}",external/ckdb/n-heptane/Ciezki 1993/st_ciezki_1993-9.yaml,pressure,d/dt max,0.0030551299074431802,1.1386991827965636,True
752.0,40.0,0.001,1.0,"{'nC7H16': 0.01874, 'O2': 0.20615, 'N2': 0.77511}",external/ckdb/n-heptane/Fieweger 1997/st_fieweger_1997.yaml,pressure,d/dt max,0.0010612122159863336,1.0612122159863335,True
787.0,40.0,0.00058,1.0,"{'nC7H16': 0.01874, 'O2': 0.20615, 'N2': 0.77511}",external/ckdb/n-heptane/Fieweger 1997/st_fieweger_1997.yaml,pressure,d/dt max,0.0006331423737381528,1.0916247823071599,True
813.0,40.0,0.00047999999999999996,1.0,"{'nC7H16': 0.01874, 'O2': 0.20615, 'N2': 0.77511}",external/ckdb/n-heptane/Fieweger 1997/st_fieweger_1997.yaml,pressure,d/dt max,0.0004921019172166708,1.025212327534731,True
870.0,40.0,0.00039999999999999996,1.0,"{'nC7H16': 0.01874, 'O2': 0.20615, 'N2': 0.77511}",external/ckdb/n-heptane/Fieweger 1997/st_fieweger_1997.yaml,pressure,d/dt max,0.000428621560671035,1.0715539016775877,True
881.0,40.0,0.000495,1.0,"{'nC7H16': 0.01874, 'O2': 0.20615, 'N2': 0.77511}",external/ckdb/n-heptane/Fieweger 1997/st_fieweger_1997.yaml,pressure,d/dt max,0.0004423480275887839,0.8936323789672402,True
917.0,40.0,0.000535,1.0,"{'nC7H16': 0.01874, 'O2': 0.20615, 'N2': 0.77511}",external/ckdb/n-heptane/Fieweger 1997/st_fieweger_1997.yaml,pressure,d/dt max,0.0005314165945878705,0.9933020459586365,True
947.0,40.0,0.0005499999999999999,1.0,"{'nC7H16': 0.01874, 'O2': 0.20615, 'N2': 0.77511}",external/ckdb/n-heptane/Fieweger 1997/st_fieweger_1997.yaml,pressure,d/dt max,0.0006609114231260184,1.2016571329563972,True
984.0,40.0,0.0005499999999999999,1.0,"{'nC7H16': 0.01874, 'O2': 0.20615, 'N2': 0.77511}",external/ckdb/n-heptane/Fieweger 1997/st_fieweger_1997.yaml,pressure,d/dt max,0.0008183714997358375,1.4879481813378865,True
1064.0,40.0,0.000288,1.0,"{'nC7H16': 0.01874, 'O2': 0.20615, 'N2': 0.77511}",external/ckdb/n-heptane/Fieweger 1997/st_fieweger_1997.yaml,pressure,d/dt max,0.0004935841849355614,1.713833975470699,True
1143.0,40.0,8.999999999999999e-05,1.0,"{'nC7H16': 0.01874, 'O2': 0.20615, 'N2': 0.77511}",external/ckdb/n-heptane/Fieweger 1997/st_fieweger_1997.yaml,pressure,d/dt max,0.00019511598549047635,2.1679553943386263,True
