acceptable_fraction,branch_set,cases_completed,cases_expected,compression_ratio,imep_max_bar,imep_min_bar,intake_pressure_bar,mass_retention_min,peak_temperature_max_K,pressure_rise_max_bar_per_deg,robust_all_cases
0.3055555555555556,"['cool_partial_candidate', 'no_positive_gross_work', 'rapid_heat_release']",36,36,7.75,16.696500498795686,-4.36317427646475,3.0,0.1914540437361164,2019.427198655465,70.07002826024504,False
0.25,"['cool_partial_candidate', 'no_positive_gross_work', 'rapid_heat_release']",36,36,8.0,16.60404771941493,-4.563338781019608,3.0,0.19150844110785797,2028.2028272051734,73.05576029672756,False
