CA10_deg_atdc,CA50_deg_atdc,CA90_deg_atdc,blowby_mass_in_mg,blowby_mass_out_mg,branch,case,compression_start_boundary_temperature_K,compression_start_core_temperature_K,compression_start_pressure_bar,error,event_CA10_elapsed_s,event_criterion,event_elapsed_at_+0_CAD_s,event_elapsed_at_+20_CAD_s,event_elapsed_at_+40_CAD_s,event_elapsed_at_-20_CAD_s,event_elapsed_at_-40_CAD_s,event_first_inventory_conversion_onset_1pct_deg_atdc,event_first_inventory_conversion_onset_1pct_elapsed_s,failed_gates,four_stroke_period_s,fuel_composition,fuel_profile,gate_CA50_in_minus15_to_plus20_CAD,gate_conversion_10_to_90pct,gate_end_mass_retention_at_least_0p87,gate_max_pressure_rise_at_most_10_bar_per_deg,gate_pass,gate_peak_temperature_below_1600K,gate_positive_gross_imep,gate_pressure_coupling_at_most_0p10_bar,gross_imep_bar,gross_indicated_power_W_per_cylinder,gross_indicated_work_mJ,gross_work_supported_mJ,limiting_mechanism,mass_balance_residual_mg,mass_retained_end_fraction,max_fuel_consumed_fraction,max_interzone_pressure_difference_bar,max_pressure_rise_bar_per_deg,max_pressure_rise_deg_atdc,max_volume_closure_error_mm3,mechanism,mechanism_case,minimum_motor_torque_proxy_Nm,minimum_motor_work_proxy_mJ,mixing_time_max_observed_ms,mixing_time_min_observed_ms,modeled_compression_expansion_period_s,peak_boundary_temperature_K,peak_core_temperature_K,peak_pressure_bar,peak_pressure_deg_atdc,peak_temperature_K,reacting_tdc_boundary_temperature_K,reacting_tdc_core_temperature_K,reacting_tdc_pressure_bar,revolution_period_s,rpm,screen_class,stable_idle_status,status,trace_P_bar_at_+0_CAD,trace_P_bar_at_+180_CAD,trace_P_bar_at_+45_CAD,trace_P_bar_at_+90_CAD,trace_P_bar_at_-180_CAD,trace_P_bar_at_-45_CAD,trace_P_bar_at_-90_CAD,transition_step_deg,trapped_mass_mg,uncertainty_factor,wall_energy_gas_to_wall_mJ,wall_heat_mJ
1.6025651134380192,4.205241970425412,8.891175295894346,0.0,0.14670912773899641,cool_partial_candidate,numerical_retry,300.0,300.0,3.0000000000000004,,0.020178062790382003,global fuel inventory >= 1% for onset; CA10 from cumulative heat release,0.02,0.022222222222222223,0.024444444444444446,0.017777777777777778,0.015555555555555557,-1.0,0.01988888888888889,,0.08,"ch3och3:0.25, CH4:0.75",dme_llnl_2004,True,True,True,True,True,True,True,True,0.8295422277577856,0.4118833956101381,32.950671648811046,32.950671648811046,none_within_screen,5.646257400441578e-06,0.9066731536580489,0.30376122048909815,0.05931876560855657,2.3755361399806247,4.0,0.03396141896986842,mechanisms\llnl_dme_2004\llnl_dme_2004.yaml,dme_llnl_2004,0.0,0.0,33.77372788077925,10.267164202979343,0.04,809.0372234482846,856.9970652733725,60.00541942026105,6.375,856.9970652733725,722.4447103925191,735.6019623447435,54.07683098430672,0.04,1500.0,robust,unresolved,ok,54.07683098430672,4.158813877299931,20.34727663699736,7.130962811070378,3.0000000000000004,19.570964283989326,6.859800934752367,0.0625,1.5720532702758607,step_halved,-70.77409022270754,-70.77409022270754
