assumption_label,bore_mm,bore_tolerance_diameter_um,cold_interference_fraction,counts,cte_relative_half_range,fractions,liner_material,liner_temperature_center_K,nominal_cold_clearance_um,piston_material,piston_temperature_center_K,piston_tolerance_diameter_um,samples,seed,temperature_error_half_range_K
engineering sensitivity distribution; not measured production statistics,8.5,1.0,0.0,"{""interference"": 0, ""sub_1_um"": 0, ""1_to_3_um"": 252, ""3_to_5_um"": 1678, ""ge_5_um"": 2070}",0.05,"{""interference"": 0.0, ""sub_1_um"": 0.0, ""1_to_3_um"": 0.063, ""3_to_5_um"": 0.4195, ""ge_5_um"": 0.5175}",steel_4140,400.0,8.0,steel_4140,450.0,1.0,4000,20260902,25.0
engineering sensitivity distribution; not measured production statistics,8.5,1.0,0.0,"{""interference"": 44, ""sub_1_um"": 162, ""1_to_3_um"": 646, ""3_to_5_um"": 1117, ""ge_5_um"": 2031}",0.05,"{""interference"": 0.011, ""sub_1_um"": 0.0405, ""1_to_3_um"": 0.1615, ""3_to_5_um"": 0.27925, ""ge_5_um"": 0.50775}",steel_4140,400.0,8.0,steel_4140,450.0,1.0,4000,20260902,50.0
engineering sensitivity distribution; not measured production statistics,8.5,1.0,0.0,"{""interference"": 0, ""sub_1_um"": 0, ""1_to_3_um"": 0, ""3_to_5_um"": 250, ""ge_5_um"": 3750}",0.05,"{""interference"": 0.0, ""sub_1_um"": 0.0, ""1_to_3_um"": 0.0, ""3_to_5_um"": 0.0625, ""ge_5_um"": 0.9375}",steel_4140,400.0,10.0,steel_4140,450.0,1.0,4000,20260902,25.0
engineering sensitivity distribution; not measured production statistics,8.5,1.0,0.0,"{""interference"": 0, ""sub_1_um"": 2, ""1_to_3_um"": 203, ""3_to_5_um"": 657, ""ge_5_um"": 3138}",0.05,"{""interference"": 0.0, ""sub_1_um"": 0.0005, ""1_to_3_um"": 0.05075, ""3_to_5_um"": 0.16425, ""ge_5_um"": 0.7845}",steel_4140,400.0,10.0,steel_4140,450.0,1.0,4000,20260902,50.0
engineering sensitivity distribution; not measured production statistics,8.5,1.0,0.0,"{""interference"": 0, ""sub_1_um"": 0, ""1_to_3_um"": 0, ""3_to_5_um"": 561, ""ge_5_um"": 3439}",0.05,"{""interference"": 0.0, ""sub_1_um"": 0.0, ""1_to_3_um"": 0.0, ""3_to_5_um"": 0.14025, ""ge_5_um"": 0.85975}",steel_4140,400.0,2.0,si3n4_sn201b,450.0,1.0,4000,20260902,25.0
engineering sensitivity distribution; not measured production statistics,8.5,1.0,0.0,"{""interference"": 0, ""sub_1_um"": 0, ""1_to_3_um"": 71, ""3_to_5_um"": 1183, ""ge_5_um"": 2746}",0.05,"{""interference"": 0.0, ""sub_1_um"": 0.0, ""1_to_3_um"": 0.01775, ""3_to_5_um"": 0.29575, ""ge_5_um"": 0.6865}",steel_4140,400.0,2.0,si3n4_sn201b,450.0,1.0,4000,20260902,50.0
engineering sensitivity distribution; not measured production statistics,8.5,1.0,0.0,"{""interference"": 0, ""sub_1_um"": 0, ""1_to_3_um"": 0, ""3_to_5_um"": 32, ""ge_5_um"": 3968}",0.05,"{""interference"": 0.0, ""sub_1_um"": 0.0, ""1_to_3_um"": 0.0, ""3_to_5_um"": 0.008, ""ge_5_um"": 0.992}",steel_4140,400.0,3.0,si3n4_sn201b,450.0,1.0,4000,20260902,25.0
engineering sensitivity distribution; not measured production statistics,8.5,1.0,0.0,"{""interference"": 0, ""sub_1_um"": 0, ""1_to_3_um"": 1, ""3_to_5_um"": 577, ""ge_5_um"": 3422}",0.05,"{""interference"": 0.0, ""sub_1_um"": 0.0, ""1_to_3_um"": 0.00025, ""3_to_5_um"": 0.14425, ""ge_5_um"": 0.8555}",steel_4140,400.0,3.0,si3n4_sn201b,450.0,1.0,4000,20260902,50.0
engineering sensitivity distribution; not measured production statistics,8.5,1.0,0.0,"{""interference"": 0, ""sub_1_um"": 0, ""1_to_3_um"": 0, ""3_to_5_um"": 0, ""ge_5_um"": 4000}",0.05,"{""interference"": 0.0, ""sub_1_um"": 0.0, ""1_to_3_um"": 0.0, ""3_to_5_um"": 0.0, ""ge_5_um"": 1.0}",steel_4140,400.0,5.0,si3n4_sn201b,450.0,1.0,4000,20260902,25.0
engineering sensitivity distribution; not measured production statistics,8.5,1.0,0.0,"{""interference"": 0, ""sub_1_um"": 0, ""1_to_3_um"": 0, ""3_to_5_um"": 1, ""ge_5_um"": 3999}",0.05,"{""interference"": 0.0, ""sub_1_um"": 0.0, ""1_to_3_um"": 0.0, ""3_to_5_um"": 0.00025, ""ge_5_um"": 0.99975}",steel_4140,400.0,5.0,si3n4_sn201b,450.0,1.0,4000,20260902,50.0
engineering sensitivity distribution; not measured production statistics,8.5,1.0,0.0,"{""interference"": 0, ""sub_1_um"": 0, ""1_to_3_um"": 0, ""3_to_5_um"": 0, ""ge_5_um"": 4000}",0.05,"{""interference"": 0.0, ""sub_1_um"": 0.0, ""1_to_3_um"": 0.0, ""3_to_5_um"": 0.0, ""ge_5_um"": 1.0}",steel_4140,400.0,8.0,si3n4_sn201b,450.0,1.0,4000,20260902,25.0
engineering sensitivity distribution; not measured production statistics,8.5,1.0,0.0,"{""interference"": 0, ""sub_1_um"": 0, ""1_to_3_um"": 0, ""3_to_5_um"": 0, ""ge_5_um"": 4000}",0.05,"{""interference"": 0.0, ""sub_1_um"": 0.0, ""1_to_3_um"": 0.0, ""3_to_5_um"": 0.0, ""ge_5_um"": 1.0}",steel_4140,400.0,8.0,si3n4_sn201b,450.0,1.0,4000,20260902,50.0
engineering sensitivity distribution; not measured production statistics,8.5,1.0,0.0,"{""interference"": 0, ""sub_1_um"": 0, ""1_to_3_um"": 0, ""3_to_5_um"": 0, ""ge_5_um"": 4000}",0.05,"{""interference"": 0.0, ""sub_1_um"": 0.0, ""1_to_3_um"": 0.0, ""3_to_5_um"": 0.0, ""ge_5_um"": 1.0}",steel_4140,400.0,10.0,si3n4_sn201b,450.0,1.0,4000,20260902,25.0
engineering sensitivity distribution; not measured production statistics,8.5,1.0,0.0,"{""interference"": 0, ""sub_1_um"": 0, ""1_to_3_um"": 0, ""3_to_5_um"": 0, ""ge_5_um"": 4000}",0.05,"{""interference"": 0.0, ""sub_1_um"": 0.0, ""1_to_3_um"": 0.0, ""3_to_5_um"": 0.0, ""ge_5_um"": 1.0}",steel_4140,400.0,10.0,si3n4_sn201b,450.0,1.0,4000,20260902,50.0
engineering sensitivity distribution; not measured production statistics,8.5,1.0,0.0,"{""interference"": 0, ""sub_1_um"": 0, ""1_to_3_um"": 0, ""3_to_5_um"": 892, ""ge_5_um"": 3108}",0.05,"{""interference"": 0.0, ""sub_1_um"": 0.0, ""1_to_3_um"": 0.0, ""3_to_5_um"": 0.223, ""ge_5_um"": 0.777}",gray_iron_gjl250,400.0,2.0,si3n4_sn201b,450.0,1.0,4000,20260902,25.0
engineering sensitivity distribution; not measured production statistics,8.5,1.0,0.0,"{""interference"": 0, ""sub_1_um"": 0, ""1_to_3_um"": 75, ""3_to_5_um"": 1332, ""ge_5_um"": 2593}",0.05,"{""interference"": 0.0, ""sub_1_um"": 0.0, ""1_to_3_um"": 0.01875, ""3_to_5_um"": 0.333, ""ge_5_um"": 0.64825}",gray_iron_gjl250,400.0,2.0,si3n4_sn201b,450.0,1.0,4000,20260902,50.0
engineering sensitivity distribution; not measured production statistics,8.5,1.0,0.0,"{""interference"": 0, ""sub_1_um"": 0, ""1_to_3_um"": 0, ""3_to_5_um"": 40, ""ge_5_um"": 3960}",0.05,"{""interference"": 0.0, ""sub_1_um"": 0.0, ""1_to_3_um"": 0.0, ""3_to_5_um"": 0.01, ""ge_5_um"": 0.99}",gray_iron_gjl250,400.0,3.0,si3n4_sn201b,450.0,1.0,4000,20260902,25.0
engineering sensitivity distribution; not measured production statistics,8.5,1.0,0.0,"{""interference"": 0, ""sub_1_um"": 0, ""1_to_3_um"": 0, ""3_to_5_um"": 586, ""ge_5_um"": 3414}",0.05,"{""interference"": 0.0, ""sub_1_um"": 0.0, ""1_to_3_um"": 0.0, ""3_to_5_um"": 0.1465, ""ge_5_um"": 0.8535}",gray_iron_gjl250,400.0,3.0,si3n4_sn201b,450.0,1.0,4000,20260902,50.0
engineering sensitivity distribution; not measured production statistics,8.5,1.0,0.0,"{""interference"": 0, ""sub_1_um"": 0, ""1_to_3_um"": 0, ""3_to_5_um"": 0, ""ge_5_um"": 4000}",0.05,"{""interference"": 0.0, ""sub_1_um"": 0.0, ""1_to_3_um"": 0.0, ""3_to_5_um"": 0.0, ""ge_5_um"": 1.0}",gray_iron_gjl250,400.0,5.0,si3n4_sn201b,450.0,1.0,4000,20260902,25.0
engineering sensitivity distribution; not measured production statistics,8.5,1.0,0.0,"{""interference"": 0, ""sub_1_um"": 0, ""1_to_3_um"": 0, ""3_to_5_um"": 0, ""ge_5_um"": 4000}",0.05,"{""interference"": 0.0, ""sub_1_um"": 0.0, ""1_to_3_um"": 0.0, ""3_to_5_um"": 0.0, ""ge_5_um"": 1.0}",gray_iron_gjl250,400.0,5.0,si3n4_sn201b,450.0,1.0,4000,20260902,50.0
engineering sensitivity distribution; not measured production statistics,8.5,1.0,0.0,"{""interference"": 0, ""sub_1_um"": 0, ""1_to_3_um"": 0, ""3_to_5_um"": 0, ""ge_5_um"": 4000}",0.05,"{""interference"": 0.0, ""sub_1_um"": 0.0, ""1_to_3_um"": 0.0, ""3_to_5_um"": 0.0, ""ge_5_um"": 1.0}",gray_iron_gjl250,400.0,8.0,si3n4_sn201b,450.0,1.0,4000,20260902,25.0
engineering sensitivity distribution; not measured production statistics,8.5,1.0,0.0,"{""interference"": 0, ""sub_1_um"": 0, ""1_to_3_um"": 0, ""3_to_5_um"": 0, ""ge_5_um"": 4000}",0.05,"{""interference"": 0.0, ""sub_1_um"": 0.0, ""1_to_3_um"": 0.0, ""3_to_5_um"": 0.0, ""ge_5_um"": 1.0}",gray_iron_gjl250,400.0,8.0,si3n4_sn201b,450.0,1.0,4000,20260902,50.0
engineering sensitivity distribution; not measured production statistics,8.5,1.0,0.0,"{""interference"": 0, ""sub_1_um"": 0, ""1_to_3_um"": 0, ""3_to_5_um"": 0, ""ge_5_um"": 4000}",0.05,"{""interference"": 0.0, ""sub_1_um"": 0.0, ""1_to_3_um"": 0.0, ""3_to_5_um"": 0.0, ""ge_5_um"": 1.0}",gray_iron_gjl250,400.0,10.0,si3n4_sn201b,450.0,1.0,4000,20260902,25.0
engineering sensitivity distribution; not measured production statistics,8.5,1.0,0.0,"{""interference"": 0, ""sub_1_um"": 0, ""1_to_3_um"": 0, ""3_to_5_um"": 0, ""ge_5_um"": 4000}",0.05,"{""interference"": 0.0, ""sub_1_um"": 0.0, ""1_to_3_um"": 0.0, ""3_to_5_um"": 0.0, ""ge_5_um"": 1.0}",gray_iron_gjl250,400.0,10.0,si3n4_sn201b,450.0,1.0,4000,20260902,50.0
engineering sensitivity distribution; not measured production statistics,12.5,1.0,0.0,"{""interference"": 4000, ""sub_1_um"": 0, ""1_to_3_um"": 0, ""3_to_5_um"": 0, ""ge_5_um"": 0}",0.05,"{""interference"": 1.0, ""sub_1_um"": 0.0, ""1_to_3_um"": 0.0, ""3_to_5_um"": 0.0, ""ge_5_um"": 0.0}",steel_4140,400.0,2.0,al_4032_t6,450.0,1.0,4000,20260902,25.0
engineering sensitivity distribution; not measured production statistics,12.5,1.0,0.0,"{""interference"": 3941, ""sub_1_um"": 42, ""1_to_3_um"": 17, ""3_to_5_um"": 0, ""ge_5_um"": 0}",0.05,"{""interference"": 0.98525, ""sub_1_um"": 0.0105, ""1_to_3_um"": 0.00425, ""3_to_5_um"": 0.0, ""ge_5_um"": 0.0}",steel_4140,400.0,2.0,al_4032_t6,450.0,1.0,4000,20260902,50.0
engineering sensitivity distribution; not measured production statistics,12.5,1.0,0.0,"{""interference"": 4000, ""sub_1_um"": 0, ""1_to_3_um"": 0, ""3_to_5_um"": 0, ""ge_5_um"": 0}",0.05,"{""interference"": 1.0, ""sub_1_um"": 0.0, ""1_to_3_um"": 0.0, ""3_to_5_um"": 0.0, ""ge_5_um"": 0.0}",steel_4140,400.0,3.0,al_4032_t6,450.0,1.0,4000,20260902,25.0
engineering sensitivity distribution; not measured production statistics,12.5,1.0,0.0,"{""interference"": 3865, ""sub_1_um"": 81, ""1_to_3_um"": 53, ""3_to_5_um"": 1, ""ge_5_um"": 0}",0.05,"{""interference"": 0.96625, ""sub_1_um"": 0.02025, ""1_to_3_um"": 0.01325, ""3_to_5_um"": 0.00025, ""ge_5_um"": 0.0}",steel_4140,400.0,3.0,al_4032_t6,450.0,1.0,4000,20260902,50.0
engineering sensitivity distribution; not measured production statistics,12.5,1.0,0.0,"{""interference"": 3999, ""sub_1_um"": 1, ""1_to_3_um"": 0, ""3_to_5_um"": 0, ""ge_5_um"": 0}",0.05,"{""interference"": 0.99975, ""sub_1_um"": 0.00025, ""1_to_3_um"": 0.0, ""3_to_5_um"": 0.0, ""ge_5_um"": 0.0}",steel_4140,400.0,5.0,al_4032_t6,450.0,1.0,4000,20260902,25.0
engineering sensitivity distribution; not measured production statistics,12.5,1.0,0.0,"{""interference"": 3606, ""sub_1_um"": 158, ""1_to_3_um"": 184, ""3_to_5_um"": 52, ""ge_5_um"": 0}",0.05,"{""interference"": 0.9015, ""sub_1_um"": 0.0395, ""1_to_3_um"": 0.046, ""3_to_5_um"": 0.013, ""ge_5_um"": 0.0}",steel_4140,400.0,5.0,al_4032_t6,450.0,1.0,4000,20260902,50.0
engineering sensitivity distribution; not measured production statistics,12.5,1.0,0.0,"{""interference"": 3675, ""sub_1_um"": 210, ""1_to_3_um"": 115, ""3_to_5_um"": 0, ""ge_5_um"": 0}",0.05,"{""interference"": 0.91875, ""sub_1_um"": 0.0525, ""1_to_3_um"": 0.02875, ""3_to_5_um"": 0.0, ""ge_5_um"": 0.0}",steel_4140,400.0,8.0,al_4032_t6,450.0,1.0,4000,20260902,25.0
engineering sensitivity distribution; not measured production statistics,12.5,1.0,0.0,"{""interference"": 3001, ""sub_1_um"": 246, ""1_to_3_um"": 392, ""3_to_5_um"": 253, ""ge_5_um"": 108}",0.05,"{""interference"": 0.75025, ""sub_1_um"": 0.0615, ""1_to_3_um"": 0.098, ""3_to_5_um"": 0.06325, ""ge_5_um"": 0.027}",steel_4140,400.0,8.0,al_4032_t6,450.0,1.0,4000,20260902,50.0
engineering sensitivity distribution; not measured production statistics,12.5,1.0,0.0,"{""interference"": 2768, ""sub_1_um"": 511, ""1_to_3_um"": 605, ""3_to_5_um"": 115, ""ge_5_um"": 1}",0.05,"{""interference"": 0.692, ""sub_1_um"": 0.12775, ""1_to_3_um"": 0.15125, ""3_to_5_um"": 0.02875, ""ge_5_um"": 0.00025}",steel_4140,400.0,10.0,al_4032_t6,450.0,1.0,4000,20260902,25.0
engineering sensitivity distribution; not measured production statistics,12.5,1.0,0.0,"{""interference"": 2368, ""sub_1_um"": 354, ""1_to_3_um"": 530, ""3_to_5_um"": 387, ""ge_5_um"": 361}",0.05,"{""interference"": 0.592, ""sub_1_um"": 0.0885, ""1_to_3_um"": 0.1325, ""3_to_5_um"": 0.09675, ""ge_5_um"": 0.09025}",steel_4140,400.0,10.0,al_4032_t6,450.0,1.0,4000,20260902,50.0
engineering sensitivity distribution; not measured production statistics,12.5,1.0,0.0,"{""interference"": 4000, ""sub_1_um"": 0, ""1_to_3_um"": 0, ""3_to_5_um"": 0, ""ge_5_um"": 0}",0.05,"{""interference"": 1.0, ""sub_1_um"": 0.0, ""1_to_3_um"": 0.0, ""3_to_5_um"": 0.0, ""ge_5_um"": 0.0}",steel_4140,400.0,2.0,al_2618_t61,450.0,1.0,4000,20260902,25.0
engineering sensitivity distribution; not measured production statistics,12.5,1.0,0.0,"{""interference"": 4000, ""sub_1_um"": 0, ""1_to_3_um"": 0, ""3_to_5_um"": 0, ""ge_5_um"": 0}",0.05,"{""interference"": 1.0, ""sub_1_um"": 0.0, ""1_to_3_um"": 0.0, ""3_to_5_um"": 0.0, ""ge_5_um"": 0.0}",steel_4140,400.0,2.0,al_2618_t61,450.0,1.0,4000,20260902,50.0
engineering sensitivity distribution; not measured production statistics,12.5,1.0,0.0,"{""interference"": 4000, ""sub_1_um"": 0, ""1_to_3_um"": 0, ""3_to_5_um"": 0, ""ge_5_um"": 0}",0.05,"{""interference"": 1.0, ""sub_1_um"": 0.0, ""1_to_3_um"": 0.0, ""3_to_5_um"": 0.0, ""ge_5_um"": 0.0}",steel_4140,400.0,3.0,al_2618_t61,450.0,1.0,4000,20260902,25.0
engineering sensitivity distribution; not measured production statistics,12.5,1.0,0.0,"{""interference"": 3980, ""sub_1_um"": 19, ""1_to_3_um"": 1, ""3_to_5_um"": 0, ""ge_5_um"": 0}",0.05,"{""interference"": 0.995, ""sub_1_um"": 0.00475, ""1_to_3_um"": 0.00025, ""3_to_5_um"": 0.0, ""ge_5_um"": 0.0}",steel_4140,400.0,3.0,al_2618_t61,450.0,1.0,4000,20260902,50.0
engineering sensitivity distribution; not measured production statistics,12.5,1.0,0.0,"{""interference"": 4000, ""sub_1_um"": 0, ""1_to_3_um"": 0, ""3_to_5_um"": 0, ""ge_5_um"": 0}",0.05,"{""interference"": 1.0, ""sub_1_um"": 0.0, ""1_to_3_um"": 0.0, ""3_to_5_um"": 0.0, ""ge_5_um"": 0.0}",steel_4140,400.0,5.0,al_2618_t61,450.0,1.0,4000,20260902,25.0
engineering sensitivity distribution; not measured production statistics,12.5,1.0,0.0,"{""interference"": 3898, ""sub_1_um"": 61, ""1_to_3_um"": 41, ""3_to_5_um"": 0, ""ge_5_um"": 0}",0.05,"{""interference"": 0.9745, ""sub_1_um"": 0.01525, ""1_to_3_um"": 0.01025, ""3_to_5_um"": 0.0, ""ge_5_um"": 0.0}",steel_4140,400.0,5.0,al_2618_t61,450.0,1.0,4000,20260902,50.0
engineering sensitivity distribution; not measured production statistics,12.5,1.0,0.0,"{""interference"": 3994, ""sub_1_um"": 6, ""1_to_3_um"": 0, ""3_to_5_um"": 0, ""ge_5_um"": 0}",0.05,"{""interference"": 0.9985, ""sub_1_um"": 0.0015, ""1_to_3_um"": 0.0, ""3_to_5_um"": 0.0, ""ge_5_um"": 0.0}",steel_4140,400.0,8.0,al_2618_t61,450.0,1.0,4000,20260902,25.0
engineering sensitivity distribution; not measured production statistics,12.5,1.0,0.0,"{""interference"": 3524, ""sub_1_um"": 176, ""1_to_3_um"": 203, ""3_to_5_um"": 83, ""ge_5_um"": 14}",0.05,"{""interference"": 0.881, ""sub_1_um"": 0.044, ""1_to_3_um"": 0.05075, ""3_to_5_um"": 0.02075, ""ge_5_um"": 0.0035}",steel_4140,400.0,8.0,al_2618_t61,450.0,1.0,4000,20260902,50.0
engineering sensitivity distribution; not measured production statistics,12.5,1.0,0.0,"{""interference"": 3763, ""sub_1_um"": 159, ""1_to_3_um"": 78, ""3_to_5_um"": 0, ""ge_5_um"": 0}",0.05,"{""interference"": 0.94075, ""sub_1_um"": 0.03975, ""1_to_3_um"": 0.0195, ""3_to_5_um"": 0.0, ""ge_5_um"": 0.0}",steel_4140,400.0,10.0,al_2618_t61,450.0,1.0,4000,20260902,25.0
engineering sensitivity distribution; not measured production statistics,12.5,1.0,0.0,"{""interference"": 3112, ""sub_1_um"": 223, ""1_to_3_um"": 338, ""3_to_5_um"": 218, ""ge_5_um"": 109}",0.05,"{""interference"": 0.778, ""sub_1_um"": 0.05575, ""1_to_3_um"": 0.0845, ""3_to_5_um"": 0.0545, ""ge_5_um"": 0.02725}",steel_4140,400.0,10.0,al_2618_t61,450.0,1.0,4000,20260902,50.0
engineering sensitivity distribution; not measured production statistics,12.5,1.0,0.0,"{""interference"": 4000, ""sub_1_um"": 0, ""1_to_3_um"": 0, ""3_to_5_um"": 0, ""ge_5_um"": 0}",0.05,"{""interference"": 1.0, ""sub_1_um"": 0.0, ""1_to_3_um"": 0.0, ""3_to_5_um"": 0.0, ""ge_5_um"": 0.0}",gray_iron_gjl250,400.0,2.0,al_4032_t6,450.0,1.0,4000,20260902,25.0
engineering sensitivity distribution; not measured production statistics,12.5,1.0,0.0,"{""interference"": 3998, ""sub_1_um"": 2, ""1_to_3_um"": 0, ""3_to_5_um"": 0, ""ge_5_um"": 0}",0.05,"{""interference"": 0.9995, ""sub_1_um"": 0.0005, ""1_to_3_um"": 0.0, ""3_to_5_um"": 0.0, ""ge_5_um"": 0.0}",gray_iron_gjl250,400.0,2.0,al_4032_t6,450.0,1.0,4000,20260902,50.0
engineering sensitivity distribution; not measured production statistics,12.5,1.0,0.0,"{""interference"": 4000, ""sub_1_um"": 0, ""1_to_3_um"": 0, ""3_to_5_um"": 0, ""ge_5_um"": 0}",0.05,"{""interference"": 1.0, ""sub_1_um"": 0.0, ""1_to_3_um"": 0.0, ""3_to_5_um"": 0.0, ""ge_5_um"": 0.0}",gray_iron_gjl250,400.0,3.0,al_4032_t6,450.0,1.0,4000,20260902,25.0
engineering sensitivity distribution; not measured production statistics,12.5,1.0,0.0,"{""interference"": 3951, ""sub_1_um"": 38, ""1_to_3_um"": 11, ""3_to_5_um"": 0, ""ge_5_um"": 0}",0.05,"{""interference"": 0.98775, ""sub_1_um"": 0.0095, ""1_to_3_um"": 0.00275, ""3_to_5_um"": 0.0, ""ge_5_um"": 0.0}",gray_iron_gjl250,400.0,3.0,al_4032_t6,450.0,1.0,4000,20260902,50.0
engineering sensitivity distribution; not measured production statistics,12.5,1.0,0.0,"{""interference"": 4000, ""sub_1_um"": 0, ""1_to_3_um"": 0, ""3_to_5_um"": 0, ""ge_5_um"": 0}",0.05,"{""interference"": 1.0, ""sub_1_um"": 0.0, ""1_to_3_um"": 0.0, ""3_to_5_um"": 0.0, ""ge_5_um"": 0.0}",gray_iron_gjl250,400.0,5.0,al_4032_t6,450.0,1.0,4000,20260902,25.0
engineering sensitivity distribution; not measured production statistics,12.5,1.0,0.0,"{""interference"": 3750, ""sub_1_um"": 119, ""1_to_3_um"": 123, ""3_to_5_um"": 8, ""ge_5_um"": 0}",0.05,"{""interference"": 0.9375, ""sub_1_um"": 0.02975, ""1_to_3_um"": 0.03075, ""3_to_5_um"": 0.002, ""ge_5_um"": 0.0}",gray_iron_gjl250,400.0,5.0,al_4032_t6,450.0,1.0,4000,20260902,50.0
engineering sensitivity distribution; not measured production statistics,12.5,1.0,0.0,"{""interference"": 3849, ""sub_1_um"": 115, ""1_to_3_um"": 36, ""3_to_5_um"": 0, ""ge_5_um"": 0}",0.05,"{""interference"": 0.96225, ""sub_1_um"": 0.02875, ""1_to_3_um"": 0.009, ""3_to_5_um"": 0.0, ""ge_5_um"": 0.0}",gray_iron_gjl250,400.0,8.0,al_4032_t6,450.0,1.0,4000,20260902,25.0
engineering sensitivity distribution; not measured production statistics,12.5,1.0,0.0,"{""interference"": 3170, ""sub_1_um"": 228, ""1_to_3_um"": 381, ""3_to_5_um"": 177, ""ge_5_um"": 44}",0.05,"{""interference"": 0.7925, ""sub_1_um"": 0.057, ""1_to_3_um"": 0.09525, ""3_to_5_um"": 0.04425, ""ge_5_um"": 0.011}",gray_iron_gjl250,400.0,8.0,al_4032_t6,450.0,1.0,4000,20260902,50.0
engineering sensitivity distribution; not measured production statistics,12.5,1.0,0.0,"{""interference"": 3096, ""sub_1_um"": 428, ""1_to_3_um"": 448, ""3_to_5_um"": 28, ""ge_5_um"": 0}",0.05,"{""interference"": 0.774, ""sub_1_um"": 0.107, ""1_to_3_um"": 0.112, ""3_to_5_um"": 0.007, ""ge_5_um"": 0.0}",gray_iron_gjl250,400.0,10.0,al_4032_t6,450.0,1.0,4000,20260902,25.0
engineering sensitivity distribution; not measured production statistics,12.5,1.0,0.0,"{""interference"": 2597, ""sub_1_um"": 294, ""1_to_3_um"": 531, ""3_to_5_um"": 343, ""ge_5_um"": 235}",0.05,"{""interference"": 0.64925, ""sub_1_um"": 0.0735, ""1_to_3_um"": 0.13275, ""3_to_5_um"": 0.08575, ""ge_5_um"": 0.05875}",gray_iron_gjl250,400.0,10.0,al_4032_t6,450.0,1.0,4000,20260902,50.0
engineering sensitivity distribution; not measured production statistics,12.5,1.0,0.0,"{""interference"": 4000, ""sub_1_um"": 0, ""1_to_3_um"": 0, ""3_to_5_um"": 0, ""ge_5_um"": 0}",0.05,"{""interference"": 1.0, ""sub_1_um"": 0.0, ""1_to_3_um"": 0.0, ""3_to_5_um"": 0.0, ""ge_5_um"": 0.0}",gray_iron_gjl250,400.0,2.0,al_2618_t61,450.0,1.0,4000,20260902,25.0
engineering sensitivity distribution; not measured production statistics,12.5,1.0,0.0,"{""interference"": 4000, ""sub_1_um"": 0, ""1_to_3_um"": 0, ""3_to_5_um"": 0, ""ge_5_um"": 0}",0.05,"{""interference"": 1.0, ""sub_1_um"": 0.0, ""1_to_3_um"": 0.0, ""3_to_5_um"": 0.0, ""ge_5_um"": 0.0}",gray_iron_gjl250,400.0,2.0,al_2618_t61,450.0,1.0,4000,20260902,50.0
engineering sensitivity distribution; not measured production statistics,12.5,1.0,0.0,"{""interference"": 4000, ""sub_1_um"": 0, ""1_to_3_um"": 0, ""3_to_5_um"": 0, ""ge_5_um"": 0}",0.05,"{""interference"": 1.0, ""sub_1_um"": 0.0, ""1_to_3_um"": 0.0, ""3_to_5_um"": 0.0, ""ge_5_um"": 0.0}",gray_iron_gjl250,400.0,3.0,al_2618_t61,450.0,1.0,4000,20260902,25.0
engineering sensitivity distribution; not measured production statistics,12.5,1.0,0.0,"{""interference"": 3999, ""sub_1_um"": 1, ""1_to_3_um"": 0, ""3_to_5_um"": 0, ""ge_5_um"": 0}",0.05,"{""interference"": 0.99975, ""sub_1_um"": 0.00025, ""1_to_3_um"": 0.0, ""3_to_5_um"": 0.0, ""ge_5_um"": 0.0}",gray_iron_gjl250,400.0,3.0,al_2618_t61,450.0,1.0,4000,20260902,50.0
engineering sensitivity distribution; not measured production statistics,12.5,1.0,0.0,"{""interference"": 4000, ""sub_1_um"": 0, ""1_to_3_um"": 0, ""3_to_5_um"": 0, ""ge_5_um"": 0}",0.05,"{""interference"": 1.0, ""sub_1_um"": 0.0, ""1_to_3_um"": 0.0, ""3_to_5_um"": 0.0, ""ge_5_um"": 0.0}",gray_iron_gjl250,400.0,5.0,al_2618_t61,450.0,1.0,4000,20260902,25.0
engineering sensitivity distribution; not measured production statistics,12.5,1.0,0.0,"{""interference"": 3956, ""sub_1_um"": 38, ""1_to_3_um"": 6, ""3_to_5_um"": 0, ""ge_5_um"": 0}",0.05,"{""interference"": 0.989, ""sub_1_um"": 0.0095, ""1_to_3_um"": 0.0015, ""3_to_5_um"": 0.0, ""ge_5_um"": 0.0}",gray_iron_gjl250,400.0,5.0,al_2618_t61,450.0,1.0,4000,20260902,50.0
engineering sensitivity distribution; not measured production statistics,12.5,1.0,0.0,"{""interference"": 3999, ""sub_1_um"": 1, ""1_to_3_um"": 0, ""3_to_5_um"": 0, ""ge_5_um"": 0}",0.05,"{""interference"": 0.99975, ""sub_1_um"": 0.00025, ""1_to_3_um"": 0.0, ""3_to_5_um"": 0.0, ""ge_5_um"": 0.0}",gray_iron_gjl250,400.0,8.0,al_2618_t61,450.0,1.0,4000,20260902,25.0
engineering sensitivity distribution; not measured production statistics,12.5,1.0,0.0,"{""interference"": 3675, ""sub_1_um"": 123, ""1_to_3_um"": 169, ""3_to_5_um"": 32, ""ge_5_um"": 1}",0.05,"{""interference"": 0.91875, ""sub_1_um"": 0.03075, ""1_to_3_um"": 0.04225, ""3_to_5_um"": 0.008, ""ge_5_um"": 0.00025}",gray_iron_gjl250,400.0,8.0,al_2618_t61,450.0,1.0,4000,20260902,50.0
