accepted_steps,answer_gate,cell_count,delta_c_m20,delta_c_p0,delta_c_p20,delta_c_p45,error,k_mix_1_s_m20,k_mix_1_s_p0,k_mix_1_s_p20,k_mix_1_s_p45,max_answer_rel_error,max_co_target,max_courant,max_delta_t_cad,max_mass_error_percent,max_nominal_output_gap_cad,max_observed_output_gap_cad,max_tracer_inventory_error_percent,max_volume_error_percent,mesh_level,runtime_s,sampled_cad_m20,sampled_cad_p0,sampled_cad_p20,sampled_cad_p45,status,tag,tau_mix_ms_m20,tau_mix_ms_p0,tau_mix_ms_p20,tau_mix_ms_p45,tracer_max,tracer_min,write_interval_steps
5228,failed_run_gate,10455,0.31790166772284456,0.24471159275361523,0.19379852127957797,0.16475113117637205,max Courant > 0.5,91.04878197360905,93.4485345706892,69.92489909988261,23.288255930226477,inf,0.3,1.5801023683,0.25,6.002962947837531e-05,0.5,0.5,2.1894470680905442e-07,0.14069887439706052,fine,1949.6372020830001,-19.93504491898,-0.1043473698498,20.07408333011,45.0329910008,gate_failed,dt_0p250_co_0p30,10.983123313937961,10.701077385473063,14.301057461256727,42.940098348115114,1.0,0.0,2
