crank_angle_deg_atdc,time_s,core_mean,wall_shell_mean,delta_c,tracer_min,tracer_max,core_volume_mm3,wall_shell_volume_mm3,wall_shell_volume_fraction,wall_shell_mass_fraction,total_volume_mm3,python_volume_mm3,volume_error_percent,mass_mg,tracer_mass_mean,tracer_mass_variance,tracer_mass_rms,tracer_volume_mean,tracer_volume_variance,tracer_volume_rms,mf_zone_core_mean,mf_zone_shell_mean,mf_zone_delta_c,mf_zone_shell_mass_fraction,mf_zone_shell_volume_fraction,mf_zone_core_volume_mm3,mf_zone_shell_volume_mm3,mass_error_percent,tracer_inventory_error_percent,tracer_mass_rms_normalized,tracer_volume_rms_normalized,mf_zone_delta_c_normalized,k_mix_1_s,tau_mix_ms,k_global_mix_1_s,tau_global_mix_ms,k_mf_zone_mix_1_s,tau_mf_zone_mix_ms
-180.0,0.0,0.0,1.0,1.0,0.0,1.0,355.7153618666256,99.76781271189625,0.219037317468896,0.21903731746889657,455.48317457852175,456.06180575133493,-0.12687560447205426,1.586761617384864,0.21903731746889657,0.17105997102492637,0.41359396879660415,0.219037317468896,0.17105997102492607,0.41359396879660376,0.023796646836120216,1.0,0.9762033531638797,0.2000000000000002,0.19999999999999996,364.3865396628175,91.09663491570434,0.0,0.0,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan
-179.95632,6.066666666665949e-06,0.00024283546456784795,0.9991341866397399,0.998891351175172,2.38154384541e-102,1.0,355.7153309181808,99.7678040318157,0.21903731746899546,0.2190373174690116,455.48313494999655,456.0617660725391,-0.12687560448786384,1.5867606683494928,0.21903731746897356,0.1706824196454374,0.41313728910065406,0.21903731746895772,0.17068241964542835,0.41313728910064307,0.023925675006319296,0.9994838873195915,0.9755582123132722,0.2,0.19999999839367233,364.3865086916524,91.09662625834416,-5.980957447082602e-05,3.5149660959632456e-11,0.9988958260264799,0.9988958260264543,0.9993391327242254,181.44503355232138,5.511310948677141,179.47711351408833,5.571741044974536,108.49245521783392,9.217230801830178
-179.88084096,1.6549866666666604e-05,0.0006567586331093012,0.9976583716883701,0.9970016130552608,1.74852809751e-92,0.999999999989,355.7151315495099,99.7677481146082,0.2190373174688341,0.21903731746886154,455.4828796641181,456.06151046235027,-0.12687560448712,1.5867606683495115,0.21903731746886076,0.17004677702480678,0.4123672841349163,0.21903731746883404,0.17004677702479165,0.4123672841348979,0.024146893889451636,0.9985990117864981,0.9744521178970464,0.19999999999999993,0.19999999245743919,364.38630716680177,91.0965724973163,-5.9809573293989615e-05,-1.6342482922482304e-11,0.9970340847443762,0.9970340847443327,0.9982060753416206,178.28197967586084,5.609091854477533,173.63815560011693,5.759102868513345,107.4088016683944,9.310223971098033
-179.7504131789,3.4664836263888316e-05,0.0013555285443987296,0.9951669550168836,0.9938114264724849,4.22865661519e-83,0.999999999694,355.7143514147819,99.76752930956397,0.21903731746893024,0.21903731746895672,455.4818807243459,456.06051025354435,-0.12687560448432222,1.586760668349484,0.21903731746893007,0.16899568260435494,0.4110908447099679,0.2190373174689028,0.1689956826043364,0.41109084470994534,0.024524078959757667,0.9970902715056208,0.9725661925458631,0.1999999999999999,0.19999999288017517,364.38550782242794,91.09637290191797,-5.9809575025937534e-05,1.5298873279334657e-11,0.9939478709181389,0.9939478709180853,0.996274177294896,173.04869866250002,5.778720139065119,164.30840464304447,6.086115936506552,105.59928973428684,9.469760663317338
-179.5250339731,6.596750373611195e-05,0.002516311973481321,0.9910282605127579,0.9885119485392766,5.67890106788e-74,0.999999993798,355.71170256838417,99.76678638518516,0.2190373174689161,0.21903731747034919,455.4784889535693,456.0571141739317,-0.12687560447566248,1.5867606683497015,0.2190373174689357,0.16730760963980415,0.40903252882845903,0.2190373174674958,0.1673076096389786,0.40903252882744984,0.025161274149506266,0.9945414907466544,0.9693802165971481,0.19999999999999993,0.19999999446836603,364.38279368239574,91.09569527117358,-5.980956131468318e-05,1.787459069646502e-11,0.9889712125604319,0.9889712125579927,0.9930105376665448,164.72443131691344,6.070744891971121,150.29210155859235,6.653709607022452,102.67528565888504,9.739442102184837
-179.1396489213,0.00011949320537500085,0.004376109629817604,0.984397278186469,0.9800211685566514,2.55192611383e-65,0.999999899155,355.7033551175528,99.76444516800804,0.21903731746889582,0.2190373174845423,455.4678002855608,456.04641192740996,-0.12687560448151336,1.586760668349483,0.21903731746888838,0.16474109167511444,0.4058831009972138,0.21903731745319946,0.16474109166615913,0.4058831009861819,0.026210889361886043,0.9903430298968992,0.9641321405350131,0.2,0.1999999940439438,364.3742429412405,91.09355734432036,-5.9809575081448685e-05,-3.7414515929867775e-12,0.9813564307481902,0.9813564307215179,0.987634530664391,155.2098507341607,6.44289003094767,135.1143940481474,7.401135956274611,99.26891347703088,10.07364707614517
-178.6896489213,0.00018199320537499926,0.00638059496275081,0.9772504216799357,0.9708698267171849,8.40708209285e-62,0.99999936283,355.6875101581662,99.76000111774707,0.21903731746886582,0.21903731751923053,455.44751127591326,456.02609714325513,-0.12687560448106927,1.5867606683496183,0.2190373174688536,0.1621433154163127,0.40267023159939785,0.21903731741834542,0.16214331538733656,0.40267023156341786,0.027381478624451623,0.9856606728464619,0.9582791942220102,0.1999999999999999,0.19999999352211262,364.3580119710683,91.08949930484496,-5.9809566566038086e-05,-1.9617640845126516e-11,0.973588257998563,0.9735882579115703,0.9816389086517915,144.94859233214632,6.898997664692896,119.84812642392761,8.343893474502831,95.51389689701224,10.469680669382058
-178.2396489213,0.00024449320537500165,0.008230441590474742,0.9706549189071152,0.9624244773166405,2.5110577962e-59,0.999997757312,355.66509537327556,99.75371442262204,0.21903731746900854,0.21903731756923797,455.41880979589763,455.99735920176107,-0.12687560447197654,1.586760668349804,0.2190373174689816,0.15987832681608885,0.3998478795943388,0.2190373173684245,0.15987832675814187,0.3998478795218775,0.028499401081937145,0.9811889830171617,0.9526895819352246,0.19999999999999987,0.199999993492246,364.33505080047166,91.08375899542594,-5.9809554864287406e-05,3.8835601401387976e-11,0.9667642900058213,0.966764289830623,0.9759130398882089,135.21355982718285,7.395707954720704,106.7342158280555,9.369066819312746,91.85503036560436,10.886720041567322
-177.7896489213,0.0003069932053750001,0.009944649777066373,0.9645430257182143,0.9545983759411479,2.59754237653e-57,0.999994133111,355.63611044491796,99.7455849932161,0.2190373174689167,0.21903731763380604,455.3816954381341,455.960197695144,-0.12687560447912638,1.5867606683496531,0.219037317468903,0.15787396948766333,0.39733357457892143,0.21903731730339995,0.15787396939189566,0.3973335744584085,0.02956946261568368,0.9769087368817806,0.9473392742660969,0.19999999999999984,0.1999999934382407,364.30535933861233,91.07633609952174,-5.98095643677965e-05,2.9309887850104133e-12,0.9606851273363728,0.9606851270449939,0.9704323092066481,126.57609391130477,7.900385997854592,96.27815957920107,10.386571620922732,88.51303479856213,11.297771026333002
-177.3396489213,0.00036949320537499846,0.011539582640748534,0.9588564005265733,0.9473168178858248,1.37970574848e-55,0.999987235935,355.6005549622281,99.7356127144605,0.21903731746887667,0.21903731771306528,455.3361676766886,455.91461209671866,-0.12687560448432222,1.586760668349848,0.21903731746883212,0.15607607187954825,0.3950646426593352,0.21903731722361114,0.15607607173711108,0.39506464247906453,0.030595917781722673,0.9728029162172707,0.942206998435548,0.19999999999999996,0.19999999337538157,364.2689371577793,91.06723051890935,-5.9809552077627615e-05,-2.942091015256665e-11,0.955199235155237,0.955199234719374,0.9651749252672106,118.90167911459825,8.410310160853095,87.87036152940999,11.380401566520272,85.45401735206404,11.702199978265226
