requested_crank_angle_deg_atdc,sampled_crank_angle_deg_atdc,tracer_mass_rms,tracer_mass_rms_normalized,k_global_mix_1_s,tau_global_mix_ms,wall_shell_volume_fraction,tracer_inventory_error_percent,delta_c,k_mix_1_s,tau_mix_ms,mass_error_percent,tracer_min,tracer_max
-90.0,-89.99959413625,0.26573074871446883,0.6731644491767789,16.153212930108282,61.90718863960995,0.18271669603217688,-0.0024539015465729896,0.5757882387800846,31.879256159871055,31.36836050957736,-5.981396012932905e-05,6.19453669835e-10,0.804502370006
-45.0,-44.99959413625,0.23730468014475495,0.6011538938173987,25.27038236766186,39.57201697429341,0.14915071523029844,-0.003932831959851946,0.45026959503543995,43.45430376523659,23.01268029520241,-5.981511859154409e-05,1.83880825839e-08,0.728527832176
-20.0,-19.79959413625,0.2108123236192133,0.5340419292661166,43.20138356161661,23.14740680871332,0.10016400452473027,-0.009677251507911322,0.3985746689840693,21.948473158742747,45.56125579977619,-5.981512920527621e-05,4.29632133347e-08,0.671875742207
0.0,-0.007512091199157,0.18669075054439235,0.4729357700024893,35.5423221508947,28.135471727325708,0.07127730917738102,-0.016510760765131582,0.38481952475893144,12.244904171202375,81.66662523597407,-5.982084604339022e-05,7.83740099624e-08,0.623494579923
20.0,19.97982349976,0.1721332818323626,0.43605795117892715,21.51975763206669,46.46892484095153,0.10057469368470379,-0.015690550783942214,0.3522151324796706,64.99617043011804,15.38552184509348,-5.982479945876307e-05,1.25536683296e-07,0.601254574369
45.0,45.09986973871,0.16031433675185502,0.40611751826531123,18.214622232312585,54.90094646190402,0.14929137653634147,-0.01577455230686864,0.24773105312246194,84.42531616455392,11.844788333997988,-5.982512059077294e-05,2.74715899995e-07,0.591954277331
90.0,89.99536377072,0.1471544612553806,0.3727801631316829,11.20575382261827,89.23986871651138,0.1827152534631879,-0.014914431216217494,0.20669459322691305,8.251461240339243,121.19065591816158,-5.982380646418761e-05,2.54557013725e-06,0.536967093792
