accepted_steps,answer_gate,cell_count,delta_c_m20,delta_c_p0,delta_c_p20,delta_c_p45,error,k_mix_1_s_m20,k_mix_1_s_p0,k_mix_1_s_p20,k_mix_1_s_p45,max_answer_rel_error,max_co_target,max_courant,max_delta_t_cad,max_mass_error_percent,max_nominal_output_gap_cad,max_observed_output_gap_cad,max_tracer_inventory_error_percent,max_volume_error_percent,mesh_level,runtime_s,sampled_cad_m20,sampled_cad_p0,sampled_cad_p20,sampled_cad_p45,status,tag,tau_mix_ms_m20,tau_mix_ms_p0,tau_mix_ms_p20,tau_mix_ms_p45,tracer_max,tracer_min,write_interval_steps
5063,failed_run_gate,10455,0.31823410062405033,0.24316646985507734,0.19299869128615646,0.1629247357928385,max Courant > 0.5,91.90109867251083,93.75134172134008,71.01893136227594,25.770718332532986,inf,0.45,2.88792256997,0.25,6.06439270689485e-05,0.5,0.5,8.327418754561222e-07,0.14069887439850381,fine,1890.947633819,-20.16807838565,0.07005420516174,19.94418906211,44.96501398651,gate_failed,dt_0p250_co_0p45,10.881262731836273,10.66651401077896,14.080752565803648,38.8037301520462,1.0,0.0,2
