crank_angle_deg_atdc,time_s,core_mean,wall_shell_mean,delta_c,tracer_min,tracer_max,core_volume_mm3,wall_shell_volume_mm3,wall_shell_volume_fraction,wall_shell_mass_fraction,total_volume_mm3,python_volume_mm3,volume_error_percent,mass_mg,tracer_mass_mean,tracer_mass_variance,tracer_mass_rms,tracer_volume_mean,tracer_volume_variance,tracer_volume_rms,mf_zone_core_mean,mf_zone_shell_mean,mf_zone_delta_c,mf_zone_shell_mass_fraction,mf_zone_shell_volume_fraction,mf_zone_core_volume_mm3,mf_zone_shell_volume_mm3,mass_error_percent,tracer_inventory_error_percent,tracer_mass_rms_normalized,tracer_volume_rms_normalized,mf_zone_delta_c_normalized,k_mix_1_s,tau_mix_ms,k_global_mix_1_s,tau_global_mix_ms,k_mf_zone_mix_1_s,tau_mf_zone_mix_ms
-180.0,0.0,0.0,1.0,1.0,0.0,1.0,367.46366646894586,87.95103889986422,0.19312296652484795,0.1931229665248473,455.4147053688101,456.06180575133493,-0.141888747175134,1.5865230919683377,0.1931229665248473,0.15582648632549,0.39474863688870415,0.19312296652484795,0.1558264863254904,0.39474863688870465,1.8769661912051938e-16,0.9656148326242376,0.9656148326242374,0.1999999999999997,0.20000000000000226,364.3317642950471,91.08294107376305,0.0,0.0,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan
-179.55,6.249999999999842e-05,0.0031522424919467945,0.9868306250374101,0.9836783825454634,1.08125623752e-54,0.999992099974,367.46034913397085,87.95015083511299,0.19312279984998942,0.19312280049449015,455.41049996908384,456.0575944263084,-0.1418887581597139,1.5865221430759313,0.19312296652496344,0.15101449638207814,0.38860583678333777,0.1931229658810356,0.15101449600206873,0.3886058362943984,0.0024682077227030667,0.955742001734007,0.953273794011304,0.20000000000000007,0.19999999618439288,364.3284017129347,91.08209825614922,-5.9809555319478847e-05,6.012967901369848e-11,0.9844387047064123,0.9844387034678015,0.9872195018179305,250.93302053921715,3.98512717796626,228.84524937130678,4.369765169900803,196.72109765326726,5.083338858562898
-179.1,0.0001250000000000008,0.005964223684534074,0.9750844254379896,0.9691202017534555,5.69018230334e-52,0.999958598905,367.4503970820427,87.9474866279818,0.19312229980406,0.19312232049873015,455.3978837100245,456.0449603913672,-0.14188879113748998,1.5865221430758556,0.19312296652481364,0.14716167446924538,0.38361657220360723,0.19312294583373565,0.1471616626947729,0.38361655685693874,0.004691007608723735,0.9468508021891745,0.9421597945804507,0.19999999999999993,0.19999997534625422,364.31831819528327,91.07956551474123,-5.980956009343785e-05,-1.7430501486614958e-11,0.9717996120953408,0.9717995732182744,0.9757097372043848,227.54689035805404,4.3946985978426705,189.3119639422963,5.2822863340259225,179.57637939710472,5.568661108756728
-178.65,0.00018749999999999922,0.008480761248259616,0.9645741883064387,0.9560934270581791,6.58352281758e-50,0.999885711315,367.43381017172067,87.94304624084819,0.19312146632496466,0.19312150703541817,455.3768564125689,456.0239034669817,-0.141888846065652,1.586522143075715,0.1931229665249357,0.14403377832240324,0.3795178234581391,0.19312292582539584,0.14403375581785316,0.3795177938092668,0.006700168923347011,0.9388141569312918,0.9321139880079448,0.19999999999999993,0.1999999544489742,364.30150587293804,91.07535053963085,-5.980956895301759e-05,4.5785597535541456e-11,0.9614164255243287,0.9614163504160952,0.9653062033800289,206.7308704274127,4.8372069344675825,158.17842422242012,6.3219747251614145,164.37316633307105,6.083718056350448
-178.2,0.0002500000000000016,0.010740552876605696,0.9551381799800996,0.944397627103494,3.44504679534e-48,0.999763510277,367.4105881673587,87.9368296105139,0.19312029930827718,0.19312036056825238,455.34741777787264,455.99442335411464,-0.1418889230010545,1.5865221430758736,0.1931229665249245,0.14145578612084012,0.37610608359988024,0.19312290528885917,0.14145575307109248,0.3761060396631414,0.008523148686572656,0.9315222378783325,0.9229990891917599,0.2000000000000001,0.19999993301217722,364.2779647250302,91.06945305284239,-5.980955896101037e-05,3.9968028886505635e-11,0.9527736094651037,0.9527734981620232,0.9558667265739267,188.23637853150896,5.312469395136656,133.76767114642624,7.475647826038393,150.903882930005,6.626734717381913
-177.75,0.0003125,0.012777043465064251,0.9466366269151624,0.9338595834500981,1.2227779743e-46,0.999585138978,367.38073073954496,87.92883664883519,0.19311879860813835,0.1931188808867571,455.3095673883802,455.9565196344891,-0.14188902192417974,1.5865221430763525,0.19312296652490338,0.1392966631334512,0.3732246818385022,0.19312288428964353,0.13929661965878254,0.3732246235965448,0.010183701227305312,0.9248800277152951,0.9146963264879898,0.1999999999999999,0.1999999110922498,364.2476943912534,91.06187299712674,-5.980952877404633e-05,2.9021229863701592e-11,0.9454742764412118,0.945474128899327,0.9472683057302805,171.8291586730376,5.819734017919707,114.67207975761816,8.720518561394329,138.97882045203573,7.1953409645257365
-177.3,0.00037499999999999844,0.014619149287545756,0.938948684385427,0.9243295350978813,4.58920517462e-45,0.999346166371,367.34423746517314,87.91906724242415,0.19311696403665146,0.19311706775588708,455.2633047075973,455.9101917709655,-0.1418891428716429,1.5865221430769372,0.1931229665247453,0.13745810540817052,0.3707534293950233,0.19312286287505798,0.1374580515850749,0.37075335680891,0.011702386427235392,0.9188052869147857,0.9071029004875503,0.19999999999999993,0.19999988875126587,364.2106944135441,91.05261029405311,-5.980949192574414e-05,-5.2813309281418697e-11,0.9392139573101399,0.9392137734308126,0.9394044807931646,157.2910442928552,6.357641050040534,99.74142236337725,10.025924799395852,128.4253170347952,7.786626679917502
-176.85,0.0004375000000000008,0.016291883199737206,0.9319698218332141,0.9156779386334769,3.05616160885e-43,0.999044062179,367.30110782789257,87.90752125314862,0.19311479536451925,0.19311492105303327,455.20862908104124,455.855439108024,-0.14188928583332983,1.5865221430775536,0.19312296652457628,0.13586619897280391,0.3686003241626408,0.19312284093874593,0.13586613477616866,0.368600237080999,0.013097008902102676,0.9132267970144697,0.9001297881123671,0.2,0.19999986589735158,364.1669643095157,91.04166477152549,-5.980945306793828e-05,-1.4034329254286604e-10,0.9337595870319988,0.9337593664317632,0.932183058607434,144.4209955269788,6.92420098858267,88.054052759284,11.356660694922581,119.08731806332062,8.397199771249229
-176.4,0.0004999999999999993,0.017816893175952954,0.9256095702678845,0.9077926770919316,4.09732517006e-41,0.998677770752,367.251341218447,87.89419851803144,0.19311229232065133,0.19311244098624078,455.14553973647844,455.79226087235594,-0.1418894508300128,1.5865221430800864,0.19312296652442154,0.1344652322776975,0.36669501261633963,0.19312281800107664,0.13446515741288967,0.3666949105358427,0.014382996551051654,0.9080828464179013,0.8936998498668496,0.1999999999999996,0.19999984209541075,364.1165036587522,91.02903607772619,-5.980929342896957e-05,-2.2046808823006359e-10,0.9289329420020924,0.9289326834058925,0.9255241527701624,133.85811976787951,7.470596492271657,79.4456927851103,12.587214799735749,111.42179792899461,8.974904539211138
-176.0131399576,0.000553730561444444,0.019026192351726777,0.9205678970793927,0.9015417047276659,2.24157956361e-39,0.998312703756,367.20325143735823,87.88132467692911,0.19310987295438264,0.19311004323424333,455.08457611428736,455.7312113542167,-0.1418896103270728,1.5865221430838008,0.19312296652382438,0.13338004511133736,0.36521232880522714,0.19312279641476385,0.1333799603121514,0.3652122127094758,0.015413424450094255,0.9039611348187447,0.8885477103686504,0.20000000000000012,0.19999981944401113,364.0677430596755,91.01683305461181,-5.9809059305138135e-05,-5.296763028184159e-10,0.9251769219109311,0.9251766278104809,0.9201885475949632,125.71287142195072,7.95463494460751,73.3507554929566,13.633124748061029,105.50703672695538,9.478040811514099
