crank_angle_deg_atdc,time_s,core_mean,wall_shell_mean,delta_c,tracer_min,tracer_max,core_volume_mm3,wall_shell_volume_mm3,total_volume_mm3,python_volume_mm3,volume_error_percent,mass_mg,mass_error_percent,k_mix_1_s,tau_mix_ms
-83.12349781437,0.013455069748004167,0.08703199923308831,0.579858620865513,0.4928266216324247,9.83013531677e-11,0.699752893811,219.23881516488862,45.42465474297635,264.66346990786496,265.03637310120286,-0.14069887426187977,1.5865410473693846,-5.9817544240114984e-05,40.844036886884254,24.483378143288224
-82.67349781437,0.01351756974800417,0.08724785679411955,0.5788160206905514,0.4915681638964318,1.01740399011e-10,0.698866711114,217.90636454848277,45.14858086811174,263.05494541659453,263.4255822453412,-0.1406988742655657,1.5865410473694652,-5.981753916639576e-05,40.97573554760455,24.4046869845259
-82.22349781437,0.013580069748004167,0.08746386333269547,0.5777726968185117,0.4903088334858163,1.05542774532e-10,0.697966099368,216.57198947069745,44.872108259197816,261.44409772989525,261.8124649206771,-0.1406988742470472,1.5865410473699761,-5.981750695882582e-05,41.110758060475696,24.32453321655993
-81.77349781437,0.013642569748004166,0.08768003333829845,0.5767285842474715,0.4890485509091731,1.09739535041e-10,0.697051298225,215.23578352978996,44.595256309102815,259.83103983889276,260.1971342777175,-0.14069887427508032,1.5865410473696349,-5.9817528474948034e-05,41.24919976512139,24.242894545691488
-81.32349781437,0.013705069748004168,0.0878963809925776,0.5756836150599713,0.48778723406739377,1.14340143819e-10,0.696122552789,213.8978410861906,44.31804456851,258.2158856547006,258.57970438781797,-0.14069887425182115,1.5865410473697665,-5.981752017047981e-05,41.390995534785056,24.15984411777674
-80.87349781437,0.013767569748004166,0.08811291841159673,0.574637727912811,0.48652480950121424,1.19353267033e-10,0.695180114965,212.55825725177775,44.04049274379011,256.5987499955678,256.96029023120775,-0.14069887425586236,1.586541047369976,-5.981750696992805e-05,41.53603522839951,24.075480351005385
-80.42349781437,0.013830069748004168,0.08832965778233193,0.5735908616369413,0.48526120385460936,1.24787118352e-10,0.694224242539,211.21712788000073,43.76262069532096,254.97974857532174,255.33900768469846,-0.14069887426693128,1.5865410473699686,-5.981750743622172e-05,41.68438646222224,23.989797736528537
-79.97349781437,0.013892569748004166,0.08854661214702104,0.5725429536982128,0.4839963415511918,1.30652603518e-10,0.693255198486,209.87454955587575,43.484448434650616,253.35899799052638,253.71597350908272,-0.14069887426444438,1.5865410473698691,-5.9817513708981807e-05,41.83612012978873,23.90279014635409
-79.52349781437,0.013955069748004168,0.08876379472695557,0.5714939416974473,0.4827301469704917,1.36966448809e-10,0.692273249879,208.53061958456865,43.20599612280263,251.73661570737124,252.09130533622437,-0.14069887431463757,1.5865410473692207,-5.981755457629134e-05,41.9912867075762,23.814464342660326
-79.07349781437,0.014017569748004166,0.08898121904276987,0.5704437626082798,0.4814625435655099,1.43009794797e-10,0.691278668379,207.1854359816222,42.9272840676046,250.11272004922682,250.46512165584704,-0.14069887427458072,1.58654104736996,-5.9817507980231e-05,42.14997008047746,23.72480924875362
-78.62349781437,0.014080069748004168,0.08919889816534993,0.5693923509465346,0.4801934527811847,1.48478785913e-10,0.690271730057,205.8390974599743,42.64833272203158,248.4874301820059,248.8375418020234,-0.14069887424624783,1.5865410473700117,-5.981750471617531e-05,42.31212932723768,23.63388503249511
-78.17349781437,0.014142569748004166,0.08941684399623431,0.5683396466713532,0.4789228026751189,1.54513515281e-10,0.689252719809,204.49170342036138,42.36916268081518,246.86086610117655,247.20868593936828,-0.14069887426084726,1.5865410473694823,-5.981753808947943e-05,42.47775212758701,23.541735377059982
-77.72349781437,0.014205069748004165,0.08963506951271924,0.567285587096461,0.4776505175837418,1.61146514373e-10,0.688221925086,203.14335393855765,42.08979467921694,245.23314861777456,245.5786750489445,-0.14069887424104088,1.5865410473697577,-5.981752073669355e-05,42.646940750947735,23.448340781109305
-77.27349781437,0.014267569748004166,0.08985358860719704,0.5662301102072512,0.47637652160005417,1.68407856845e-10,0.687179640174,201.79414975410864,41.810249589411605,243.60439934352024,243.94763091388143,-0.14069887421137572,1.5865410473705641,-5.9817469899581255e-05,42.819756497383224,23.353705901179318
-76.82349781437,0.014330069748004168,0.0900724139154949,0.5651731515396948,0.4751007376241999,1.76326854635e-10,0.686126155816,200.4441922573557,41.53054841898268,241.97474067633837,242.31567610471356,-0.14069887423537875,1.5865410473704604,-5.981747643879487e-05,42.99618527934964,23.257877262899495
