deg,P_bar,T_K,pistonVelocity_m_s
-91.0,8.985283465907079,561.4750528702417,-0.4372312020559177
-90.0,9.129027762480403,563.722292995553,-0.43982297150257105
-89.0,9.27716161130137,565.9858429168286,-0.442280766611444
-88.0,9.429859989897409,568.2667396828145,-0.4446012823292749
-87.0,9.587305345493627,570.5660243488383,-0.4467812597960259
-86.0,9.749687945679627,572.8847419061999,-0.4488174917012228
-85.0,9.917206243961731,575.2239411613281,-0.4507068275988021
-84.0,10.090067260486366,577.5846745594031,-0.4524461791661281
-83.0,10.268486978158455,579.9679979466368,-0.4540325253930749
-82.0,10.452690754302719,582.3749702648347,-0.4554629176873669
-81.0,10.642913747922636,584.806653171246,-0.4567344848827459
-80.0,10.839401362499808,587.2641105760454,-0.45784443813696807
-79.0,11.042409704142067,589.7484080890562,-0.4587900757071363
-78.0,11.252206054728033,592.2606123665332,-0.45956878759043207
-77.0,11.469069359506873,594.8017903479695,-0.46017806001892436
-76.0,11.693290728387622,597.3730083719482,-0.460615479797797
-75.0,11.925173949890347,599.9753311590572,-0.46087873847704
-74.0,12.165036016424652,602.6098206487837,-0.46096563634739685
-73.0,12.413207659202826,605.2775346761181,-0.4608740862521362
-72.0,12.670033890680203,607.97952547232,-0.4606021172070193
-71.0,12.93587455193357,610.7168379729127,-0.46014787782165917
-70.0,13.211104861833103,613.4905079144859,-0.45950963951630597
-69.0,13.496115964222765,616.3015597002843,-0.45868579952893984
-68.0,13.791315468588639,619.1510040128485,-0.4576748837084024
-67.0,14.097127978851116,622.0398351501333,-0.45647554909014404
-66.0,14.413995603952062,624.9690280595747,-0.4550865862520045
-65.0,14.742378442808322,627.939535042495,-0.4535069214482658
-64.0,15.082755034949598,630.9522820990273,-0.451735618521025
-63.0,15.43562276673765,634.0081648814204,-0.44977188058871664
-62.0,15.80149822145321,637.10804422114,-0.4476150515123699
-61.0,16.180917459718316,640.2527411926385,-0.44526461714090976
-60.0,16.574436214674442,643.4430316740314,-0.4427202063375018
