cycle,cycle_energy_balance_residual_J,cycle_max_delta_K,external_energy_J,gas_energy_J,h_model,liner_material,liner_tdc_end_K,max_temperature_K,min_path_hot_clearance_3um,min_temperature_K,piston_material,piston_skirt_end_K,skirt_liner_tdc_hot_clearance_3um
5,3.463081660094231,1.505514499559581,-0.024888622700565573,3.4879702827947967,angle_correlation,steel_4140,310.0131797532318,310.0131797532318,2.5324904125048064,300.5725697321705,al_4032_t6,303.39448822289364,3.0231271940470705
6,3.4430606872069265,1.3656351763310681,-0.033696088534877704,3.476756775741804,angle_correlation,steel_4140,311.3639579842288,311.3639579842288,2.489437042712872,300.8446142819252,al_4032_t6,304.27398490053264,3.020127650211535
7,3.423279628275905,1.2781268300328748,-0.04305956346042694,3.4663391917363318,angle_correlation,steel_4140,312.5913262735966,312.5913262735966,2.4472472868382056,301.1683849502004,al_4032_t6,305.1765377327236,3.0088821120521914
8,3.403726582768019,1.2089551881064722,-0.052819083921656365,3.4565456666896752,angle_correlation,steel_4140,313.71998374562526,313.71998374562526,2.405680503270169,301.5409171841674,al_4032_t6,306.09321738118786,2.991396436291538
9,3.384390149406108,1.1536529165891807,-0.06285578654276824,3.4472459359488763,angle_correlation,steel_4140,314.7693385963925,314.7693385963925,2.3645920360984007,301.9588011237031,al_4032_t6,307.0177046107271,2.9691893425738414
10,3.365259694039824,1.1089064125063146,-0.07308118773490495,3.438340881774729,angle_correlation,steel_4140,315.75462649866796,315.75462649866796,2.323895671114684,302.41843015904806,al_4032_t6,307.9455656543181,2.9434096314169267
11,3.3463254170858305,1.0722502344003146,-0.08342934888453686,3.4297547659703675,angle_correlation,steel_4140,316.6878157154663,316.6878157154663,2.2835402997261056,302.916169536375,al_4032_t6,308.8737249787039,2.9149261694678685
12,3.327578333991845,1.0418432894017542,-0.09385111128344424,3.4214294452752894,angle_correlation,steel_4140,317.5783252388135,317.57878074485365,2.243495408032814,303.44846785374153,al_4032_t6,309.8000820676333,2.88439639370619
13,3.309010222298153,1.0163048169595754,-0.10430983248112731,3.4133200547792804,angle_correlation,steel_4140,318.43358785218123,318.5950855618132,2.2037421047063077,304.0119279795716,al_4032_t6,310.7232332358494,2.8523181871769054
14,3.2906135594354766,0.9945941163287557,-0.11477822115534703,3.405391780590824,angle_correlation,steel_4140,319.25948853360154,319.589679678142,2.1642676477346967,304.6033493535518,al_4032_t6,311.64227000417117,2.819069036110733
15,3.2723814613149553,0.9759222821422782,-0.12523598087815047,3.3976174421931056,angle_correlation,steel_4140,320.0607045059763,320.56560196028425,2.125062185628579,305.21975031004666,al_4032_t6,312.5566332497075,2.784935533837185
16,3.254307625294134,0.959687367796505,-0.13566805235250384,3.389975677646638,angle_correlation,steel_4140,320.8409685678639,321.52528932808076,2.086116895341661,305.85837665110074,al_4032_t6,313.4660079586044,2.750135594078884
17,3.2363862783165582,0.945426702686575,-0.1460632999991329,3.382449578315691,angle_correlation,steel_4140,321.60327298695324,322.47071603076733,2.0474229922911036,306.516700941401,al_4032_t6,314.3702475093266,2.714835174615793
18,3.218612129957284,0.9327817751770908,-0.15641352933171263,3.3750256592889967,angle_correlation,steel_4140,322.35002752226376,323.4034978059444,2.008971274805482,307.1924157220971,al_4032_t6,315.2693194096843,2.6791608743943485
19,3.2009803298023733,0.9214723254688124,-0.16671275107036918,3.3676930808727423,angle_correlation,steel_4140,323.0831821092617,324.32497013141324,1.970751985894914,307.8834229140672,al_4032_t6,316.16326659835033,2.6432094310502308
20,3.1834864285893287,0.9112771933723707,-0.17695662958053793,3.3604430581698668,angle_correlation,steel_4140,323.80432233378843,325.2362473247856,1.9327548536809402,308.5878210096088,al_4032_t6,317.05218001895173,2.607054890329863
21,3.166126342632155,0.9020201245187991,-0.18714206917754078,3.3532684118096956,angle_correlation,steel_4140,324.5147439389201,326.1382674493044,1.8949692230290083,309.30389116567727,al_4032_t6,317.9361793409609,2.5707540260340167
22,3.148896321162176,0.8935592200961651,-0.19726690364858315,3.346163224810759,angle_correlation,steel_4140,325.2155111534974,327.0318266694006,1.8573842244888894,310.0300829614751,al_4032_t6,318.8153995527645,2.534350444197919
23,3.1317929163047147,0.8857790671988823,-0.20732966311581777,3.3391225794205326,angle_correlation,steel_4140,325.9075025126104,327.91760573659946,1.8199889483820897,310.76500033159317,al_4032_t6,319.68998177326495,2.497877696444384
24,3.1148129554752386,0.8785848443795885,-0.21732939889333763,3.3321423543685764,angle_correlation,steel_4140,326.5914469840874,328.79619058097904,1.7827726060470894,311.50738800620957,al_4032_t6,320.56006708131764,2.4613616462065835
25,3.097953516020359,0.8718978853016779,-0.22726555185975783,3.325219067880117,angle_correlation,steel_4140,327.2679525608481,329.6680884662807,1.7457246691456874,312.2561186624448,al_4032_t6,321.42579249247774,2.4248222705596234
26,3.0812119019548727,0.8656523211330978,-0.23713785350257824,3.318349755457451,angle_correlation,steel_4140,327.9375289795884,330.5337407874138,1.708834983566554,313.01018090143157,al_4032_t6,322.28728845308564,2.38827503500616
27,3.064585622660489,0.8597925231674708,-0.24694625150743832,3.3115318741679274,angle_correlation,steel_4140,328.60060584499155,331.3935333105813,1.6720938577599043,313.768668103573,al_4032_t6,323.14467739685784,2.351731944432167
28,3.0480723734204087,0.8542711409342587,-0.2566908537973683,3.304763227217777,angle_correlation,steel_4140,329.2575471473202,332.24780445151555,1.6354921272432321,314.53076817213145,al_4032_t6,323.9980730365496,2.31520234803817
29,3.0316700176684632,0.8495071192839418,-0.2663718864483544,3.298041904116818,angle_correlation,steel_4140,329.9086629383796,333.0968520366009,1.5990211979772795,315.2957541471441,al_4032_t6,324.84758015583355,2.27869355692345
30,3.015376570835002,0.8457145778558015,-0.27598966204682784,3.29136623288183,angle_correlation,steel_4140,330.5542187600049,333.940938880588,1.562673071671128,316.062975653624,al_4032_t6,325.69329473368936,2.242211318693954
31,2.999190185674309,0.8420095486160335,-0.28554455590893674,3.2847347415832457,angle_correlation,steel_4140,331.1944432880412,334.78029743252296,1.5264403560868445,316.83185113712995,al_4032_t6,326.5353042823054,2.205760182721228
32,2.9831091389619595,0.8383840323417644,-0.2950369882215213,3.2781461271834806,angle_correlation,steel_4140,331.82953455379953,335.6151336807459,1.4903162632320388,317.6018608339462,al_4032_t6,327.37368831464715,2.169343781546651
33,2.967131819454052,0.8348305686028539,-0.3044674106456006,3.2715992300996524,angle_correlation,steel_4140,332.459665027011,336.44563046270315,1.4542945980577926,318.37254042068463,al_4032_t6,328.20851888325,2.1329650478891793
34,2.9512567170049953,0.8313422667753798,-0.31383629628375076,3.265093013288746,angle_correlation,steel_4140,333.08498578396063,337.27195029169,1.418369739897507,319.143475288106,al_4032_t6,329.0398611500254,2.096626382039446
35,2.9354824127454306,0.8279128099208037,-0.32314413218386495,3.2586265449292955,angle_correlation,steel_4140,333.70562993763315,338.09423778749493,1.382536618603325,319.91429538544173,al_4032_t6,329.8677739599462,2.0603297809902443
36,2.9198075702273885,0.8245364408189175,-0.332391413755716,3.2521989839831047,angle_correlation,steel_4140,334.32171547020755,338.9126217790201,1.346790686962862,320.6846705839729,al_4032_t6,330.6923104007651,2.0240769379782364
37,2.904230927449671,0.8212079367714864,-0.3415786406297281,3.245809568079399,angle_correlation,steel_4140,334.9333475796976,339.7272171326745,1.311127890733843,321.45430651168454,al_4032_t6,331.5135183375366,1.9878693191230923
38,2.888751289682371,0.8179225777765282,-0.3507063136029544,3.2394576032853255,angle_correlation,steel_4140,335.5406206301661,340.5381263494794,1.2755446373455825,322.2229408141607,al_4032_t6,332.3314409153131,1.9517082223003968
39,2.873367523015288,0.8146761112935792,-0.3597749324041788,3.233142455419467,angle_correlation,steel_4140,336.14361977731977,341.34544096550906,1.2400377641066385,322.9903398003296,al_4032_t6,333.1461170266067,1.915594822215816
40,2.858078548560928,0.8114647157856894,-0.36878499407546134,3.2268635426363894,angle_correlation,steel_4140,336.7424223273675,342.14924278388804,1.204604506583884,323.7562954350946,al_4032_t6,333.9575817423924,1.8795302047820428
41,2.84288333724856,0.8082849645157353,-0.37773699181699694,3.220620329065557,angle_correlation,steel_4140,337.33709887596433,342.9496049615677,1.1692424676246205,324.5206226441928,al_4032_t6,334.7658667069081,1.8435153931548598
42,2.8277809051509397,0.805133790539287,-0.38663141417949226,3.214412319330432,angle_correlation,steel_4140,337.92771426529754,343.7465929701865,1.1339495874116423,325.2831568997676,al_4032_t6,335.5710004974474,1.8075513673077026
43,2.8127703092908267,0.8020084534771286,-0.3954687445163404,3.208239053807167,angle_correlation,steel_4140,338.51432839030434,344.54026544720756,1.0987241147981663,326.043752058079,al_4032_t6,336.37300895092454,1.7716390785889047
44,2.7978506438788675,0.7989065084092317,-0.404249460629429,3.2021001045082964,angle_correlation,steel_4140,339.09699687938775,345.3306749510412,1.0635645800913807,326.802278423519,al_4032_t6,337.1719154593338,1.7357794603798382
45,2.7830210369392407,0.7958257770408181,-0.41297403455839227,3.195995071497633,angle_correlation,steel_4140,339.6757716704468,346.1178686318435,1.0284697694116218,327.55862101561024,al_4032_t6,337.9677412363746,1.6999734357536767
46,2.768280647283348,0.7927643211767759,-0.4216429324754306,3.1899235797587786,angle_correlation,steel_4140,340.2507014993566,346.9018888280132,0.9934387006653722,328.31267801797657,al_4032_t6,338.76050555755137,1.664221922808018
47,2.753628661795881,0.7897204184678799,-0.4302566146570625,3.1838852764529437,angle_correlation,steel_4140,340.82183231505155,347.68277359708435,0.9584706011454003,328.9730294880626,al_4032_t6,339.55022597601925,1.6285258382300327
48,2.7390642930009594,0.7866925403205869,-0.43881553551130065,3.17787982851226,angle_correlation,steel_4140,341.3892076329412,348.4605571885294,0.9235648867580437,329.5417975860525,al_4032_t6,340.33691851633984,1.5928860995098049
49,2.724586776879362,0.7836793318763853,-0.4473201436438605,3.1719069205232224,angle_correlation,steel_4140,341.952868836393,349.23527046506655,0.8887211428074693,330.10695975221495,al_4032_t6,341.1205978482162,1.5573036261207207
50,2.7101953709105993,0.7806795938928985,-0.4557708819514343,3.1659662528620336,angle_correlation,steel_4140,342.51285543439366,350.0069412782379,0.8539391063058233,330.6685453239669,al_4032_t6,341.9012774421091,1.5217793399591173
51,2.6958893523165104,0.7776922663989012,-0.46416818773269886,3.160057540049209,angle_correlation,steel_4140,343.06920528216335,350.7755948033189,0.8192186497186782,331.2265832695272,al_4032_t6,342.678969708508,1.4863141652057266
52,2.6816680164851863,0.7747164139703955,-0.4725124928104766,3.1541805092956627,angle_correlation,steel_4140,343.6219547703851,351.5412538380461,0.7845597660933734,331.7811021963127,al_4032_t6,343.4536861224784,1.450909027800762
53,2.667530675556407,0.7717512124933705,-0.480804223659896,3.148334899216303,angle_correlation,steel_4140,344.17113898780923,352.30393906911104,0.749962555453898,332.33213035959795,al_4032_t6,344.2254373349718,1.4155648546330113
54,2.6534766571514936,0.7687959372652813,-0.489043801539075,3.142520458690569,angle_correlation,steel_4140,344.71679186121526,353.06366930992743,0.7154272124134664,332.87969567124384,al_4032_t6,344.99423327223707,1.380282572543301
55,2.6395053032325686,0.7658499523257092,-0.4972316426195173,3.136736945852086,angle_correlation,steel_4140,345.2589462761099,353.82046171277443,0.6809540149026461,333.42382570833865,al_4032_t6,345.7600832245628,1.3450631072275954
56,2.625615969077536,0.762912700889558,-0.5053681581144445,3.1309841271919803,angle_correlation,steel_4140,345.79763418099,354.5743319580915,0.646543313932213,333.96454772165305,al_4032_t6,346.52299592545234,1.3099073820663776
57,2.611808022358474,0.7599836967646638,-0.5134537544038384,3.1252617767623128,angle_correlation,steel_4140,346.3328866775718,355.32529442336926,0.6121955243223454,334.50188864384313,al_4032_t6,347.282979622217,1.274816316956695
58,2.598080842312802,0.7570625166790705,-0.5214888331552303,3.1195696754680324,angle_correlation,steel_4140,346.86473409901816,356.0733623338284,0.5779111163057848,335.03587509734785,al_4032_t6,348.04004213889607,1.2397908271424285
59,2.584433818997223,0.7541487934076372,-0.5294737914397759,3.113907610436999,angle_correlation,steel_4140,347.3932060778847,356.81854789684496,0.5436906079472337,335.56653340196243,al_4032_t6,348.7941909323037,1.2048318220987397
60,2.57086635261584,0.75124220961726,-0.5374090218433181,3.1082753744591582,angle_correlation,steel_4140,347.9183316052509,357.5608624218491,0.5095345583114863,336.09388958206983,al_4032_t6,349.54543314192097,1.169940204457376
61,2.557377852914581,0.7483424923705684,-0.5452949125723573,3.1026727654869384,angle_correlation,steel_4140,348.4401390822762,358.30031642725885,0.4754435612941421,336.61796937353654,al_4032_t6,350.29377563429153,1.1351168690003632
62,2.543967738634979,0.7454494082008978,-0.5531318475549031,3.097099586189882,angle_correlation,steel_4140,348.95865636524553,359.0369197358205,0.4414182400935829,337.1387982302637,al_4032_t6,351.03922504249243,1.1003627017265316
63,2.5306354370210964,0.7425627587228973,-0.5609202065363145,3.091555643557411,angle_correlation,steel_4140,349.47391080500597,359.77068155960626,0.40745924222473917,337.6564013304153,al_4032_t6,351.78178780121533,1.0656785789873169
64,2.517380383373906,0.7396823766925991,-0.5686603651703541,3.0860407485442605,angle_correlation,steel_4140,349.985929281564,360.5016105757638,0.37356723506842826,338.1708035823292,al_4032_t6,352.52147017790793,1.0310653666998348
65,2.504202020648258,0.7368081225023388,-0.5763526951056166,3.0805547157538746,angle_correlation,steel_4140,350.49473823451274,361.2297149939993,0.3397429018674458,338.682029630131,al_4032_t6,353.25827830041027,0.9965239196381148
66,2.4910997990878654,0.7339398810361786,-0.5839975640675987,3.0750973631554643,angle_correlation,steel_4140,351.00036368984496,361.9550026166894,0.30598693815697686,339.1901038590653,al_4032_t6,353.99221818144645,0.9620550807882822
67,2.4780731758944263,0.7310775588755973,-0.5915953359365911,3.069668511831017,angle_correlation,steel_4140,351.50283128364083,362.6774808923933,0.2723000485715943,339.69505040055157,al_4032_t6,354.72329574032204,0.9276596807836768
68,2.4651216149272006,0.7282210817863302,-0.5991463708217534,3.064267985748954,angle_correlation,steel_4140,352.00216628305066,363.3971569634767,0.23868294400308798,340.19689313700394,al_4032_t6,355.4515168221084,0.8933385374021441
69,2.4522445864299405,0.725370392488685,-0.6066510251315806,3.058895611561521,angle_correlation,steel_4140,352.4983936049198,364.114037708472,0.20513633906382722,340.695655706409,al_4032_t6,356.17688721459706,0.8590924551254986
70,2.4394415667823175,0.7225254486627932,-0.6141096516409065,3.053551218423224,angle_correlation,steel_4140,352.99153783237875,364.8281297797407,0.17166094984411018,341.19136150668635,al_4032_t6,356.89941266325985,0.824922224762048
71,2.4267120382732297,0.7196862211634425,-0.621522599554865,3.0482346378280947,angle_correlation,steel_4140,353.48162322964936,365.53943963693337,0.13825749190665704,341.68403369985265,al_4032_t6,357.6190988844233,0.7908286231188555
72,2.414055488893783,0.7168526924325533,-0.6288902145698995,3.0429457034636824,angle_correlation,steel_4140,353.968673755303,366.24797357669956,0.1049266785297931,342.1736952159967,al_4032_t6,358.33595157685585,0.7568124127370623
73,2.4014714121478757,0.7140248550823003,-0.6362128389320822,3.0376842510799578,angle_correlation,steel_4140,354.45271307416664,366.95373775904926,0.07166921914336655,342.66036875708016,al_4032_t6,359.04997643193815,0.7228743416538563
74,2.3889593068786006,0.7112027106282994,-0.6434908114929179,3.0324501183715187,angle_correlation,steel_4140,354.93376456805464,367.65673823072166,0.03848581795384831,343.14407680057957,al_4032_t6,359.76117914256645,0.6890151432337177
75,2.3765186771087894,0.7083862683609254,-0.6507244677628568,3.027243144871646,angle_correlation,steel_4140,355.41185134545674,368.35698094588247,0.0053771727426266125,343.6248416029787,al_4032_t6,360.4695654109274,0.6552355360156525
76,2.364149031894277,0.7055755443412863,-0.6579141399626398,3.0220631718569164,angle_correlation,steel_4140,355.8869962503283,369.054471784437,-0.027656026195366223,344.1026852031256,al_4032_t6,361.17514095526866,0.6215362236154931
77,2.3518498851885736,0.7027705605041774,-0.6650601570727155,3.0169100422612893,angle_correlation,steel_4140,356.3592218700857,369.7492165682112,-0.060613096975359326,344.5776294254629,al_4032_t6,361.87791151577284,0.5879178946441854
78,2.339620755717769,0.6999713438611366,-0.6721628448807998,3.0117836005985685,angle_correlation,steel_4140,356.82855054290246,370.44122107523503,-0.09349336691766297,345.0496958831403,al_4032_t6,362.577882859634,0.5543812226740386
79,2.32746116686467,0.6971779257849562,-0.6792225260277144,3.0066836928923846,angle_correlation,steel_4140,357.29500436439207,371.13049105232847,-0.12629617324666498,345.51890598101613,al_4032_t6,363.27506078541893,0.5209268662191846
80,2.3153706465612407,0.6943903413815065,-0.6862395200517016,3.0016101666129424,angle_correlation,steel_4140,357.7586051937516,371.8170322261717,-0.15902086368413393,345.98528091856366,al_4032_t6,363.96945112680044,0.48755546873913147
81,2.303348727188383,0.6916086289230634,-0.6932141434312767,2.99656287061966,angle_correlation,steel_4140,358.21937465942597,372.5008503130269,-0.19166679695992173,346.4488416926795,al_4032_t6,364.6610597557235,0.45426765867961905
82,2.2913949454825513,0.6888328293471773,-0.7001467096267038,2.991541655109255,angle_correlation,steel_4140,358.67733416435175,373.1819510272541,-0.22442874550421266,346.9096091004063,al_4032_t6,365.3498925850707,0.4210640495108109
83,2.279508842448296,0.6860629858169318,-0.7070375291202806,2.9865463715685765,angle_correlation,steel_4140,359.1325048908274,373.8603400887544,-0.26106409718718027,347.36760374158,al_4032_t6,366.0359555708876,0.3879452398054539
84,2.267689963276271,0.6832991433129223,-0.7138869094554156,2.9815768727316865,angle_correlation,steel_4140,359.58490780505065,374.5360232294529,-0.2976022893861341,347.8228460213958,al_4032_t6,366.71925471420053,0.3549118133134854
85,2.255937857266225,0.6805413482970835,-0.7206951552746114,2.9766330125408365,angle_correlation,steel_4140,360.03456366136453,375.20900619893166,-0.3340427636855381,348.275356152906,al_4032_t6,367.3997960624976,0.32196433906417354
86,2.2442520777543256,0.6777896483899326,-0.7274625683564783,2.971714646110804,angle_correlation,steel_4140,360.4814930062393,375.87929476929736,-0.37038497436192586,348.72515415945645,al_4032_t6,368.07758571088755,0.28910337147181053
87,2.232632182044532,0.6750440921007339,-0.7341894476517672,2.966821629696299,angle_correlation,steel_4140,360.92571618201924,376.5468947393751,-0.40662838854643724,349.1722598770582,al_4032_t6,368.7526298029883,0.25632945045916955
88,2.2210777313435717,0.6723047285765347,-0.7408760893185794,2.961953820662151,angle_correlation,steel_4140,361.36725333046417,377.2118119382991,-0.4427724863740323,349.6166929567056,al_4032_t6,369.4249345315648,0.22364310158096146
89,2.209588290699227,0.6695716073936069,-0.7475227867566727,2.9571110774558997,angle_correlation,steel_4140,361.8061243961051,377.8740522285633,-0.4788167610678684,350.05847286663777,al_4032_t6,370.0945061389584,0.19104483617038426
90,2.1981634289415717,0.666844778360371,-0.7541298306410368,2.9522932595826084,angle_correlation,steel_4140,362.24234912942757,378.53362150859874,-0.514760719019236,350.4976188945512,al_4032_t6,370.7613509173188,0.1585351514714617
91,2.1868027186268955,0.6641242913544829,-0.7606975089547423,2.9475002275816378,angle_correlation,steel_4140,362.67594708990646,379.1905257149229,-0.5506038798044344,350.93415014976716,al_4032_t6,371.4254752086733,0.12611453080069168
92,2.1755057359841317,0.6614101961681627,-0.7672261070210854,2.942731843005217,angle_correlation,steel_4140,363.10693764890726,379.84477082391584,-0.5863457762069757,351.36808556535124,al_4032_t6,372.08688540484144,0.09378344369626035
93,2.164272060863466,0.658702542382116,-0.7737159075350656,2.9379879683985313,angle_correlation,steel_4140,363.5353399924616,380.49636285325766,-0.6219859541953809,351.7994439001918,al_4032_t6,372.74558794722356,0.06154234608235498
94,2.1531012766870052,0.6560013792493464,-0.7801671905943033,2.9332684672813087,angle_correlation,steel_4140,363.9611731239343,381.1453078630704,-0.6575239728867643,352.22824374104124,al_4032_t6,373.4015893264729,0.027853040617031866
95,2.141992970401332,0.653306755596418,-0.7865802337292923,2.928573204130624,angle_correlation,steel_4140,364.3844558665884,381.7916119567987,-0.6929594044953191,352.65450350451243,al_4032_t6,374.0548960820693,-0.008202178946703498
96,2.130946732431708,0.6506187197340978,-0.7929553119331756,2.9239020443648833,angle_correlation,steel_4140,364.80520686605905,382.43528128185375,-0.7282918342612632,353.0782414390477,al_4032_t6,374.7055148018034,-0.044149682123517664
97,2.1199621566379,0.6479373193822653,-0.7992926976909315,2.9192548543288317,angle_correlation,steel_4140,365.2234445927411,383.0763220300534,-0.7635208603673505,353.4994756268463,al_4032_t6,375.3534521211857,-0.07998910636519696
98,2.109038840271351,0.6452626016051113,-0.8055926610081083,2.9146315012794597,angle_correlation,steel_4140,365.6391873441074,383.7147404378802,-0.7986460938402828,353.9182239857633,al_4032_t6,375.9987147227908,-0.11572010218241502
99,2.0981763839338226,0.642594612752589,-0.8118554694389967,2.910031853372819,angle_correlation,steel_4140,366.05245324694823,384.350542786575,-0.8336671584476818,354.3345042711729,al_4032_t6,376.6413093355434,-0.15134233296532074
100,2.087374391537037,0.6399333984098234,-0.8180813881144535,2.9054557796514904,angle_correlation,steel_4140,366.4632602595513,384.98373540209553,-0.8685836905790723,354.7483340778085,al_4032_t6,377.2812427339532,-0.18685547480323805
101,2.0766324702636645,0.6372790033606179,-0.8242706797691615,2.9009031500328257,angle_correlation,steel_4140,366.87162617382273,385.61432465494283,-0.9033953391215377,355.159730841563,al_4032_t6,377.9185217373138,-0.22225921630525391
102,2.0659502305291984,0.63463147154647,-0.8304236047685228,2.8963738352977213,angle_correlation,steel_4140,367.27756861734935,386.24231695988544,-0.9381017653335988,355.56871184127067,al_4032_t6,378.5531532088603,-0.25755325842347077
103,2.0553272859448777,0.6319908460417878,-0.8365404211351458,2.8918677070800234,angle_correlation,steel_4140,367.681105055414,386.86771877558,-0.9727026427004404,355.9752942004579,al_4032_t6,379.1851440549021,-0.29273731426116
104,2.04476325328144,0.6293571690233648,-0.8426213845749184,2.8873846378563583,angle_correlation,steel_4140,368.0822527929594,387.49053660411744,-1.0071976567997964,356.3794948890693,al_4032_t6,379.81450122392545,-0.327811108908449
105,2.0342577524337777,0.6267304817566242,-0.8486667485026936,2.8829245009364715,angle_correlation,steel_4140,368.4810289765111,388.1107769904878,-1.0415865051527362,356.7813307251661,al_4032_t6,380.44123170568207,-0.36277437924869815
106,2.023810406386395,0.6241108245731652,-0.8546767640675841,2.878487170453979,angle_correlation,steel_4140,368.87745059605567,388.72844652198836,-1.075868897073562,357.1808183766004,al_4032_t6,381.06534253025524,-0.3976268737870825
107,2.013420841179477,0.6214982368645678,-0.8606516801779406,2.8740725213574176,angle_correlation,steel_4140,369.2715344868838,389.34355182757275,-1.1100445535197068,357.5779743626709,al_4032_t6,381.6868407671198,-0.43236835247117966
108,2.0030886858757766,0.618892757066817,-0.8665917435259639,2.8696804294017406,angle_correlation,steel_4140,369.663297331392,389.956099577154,-1.1441132069363036,357.9728150557488,al_4032_t6,382.3057335241866,-0.4669985865106696
109,1.9928135725281217,0.6162944226564946,-0.8724971986119461,2.865310771140068,angle_correlation,steel_4140,370.05275566085396,390.56609648086993,-1.1780746010989773,358.36535668288394,al_4032_t6,382.9220279468431,-0.5015173582050281
110,1.9825951361474932,0.6137032701452085,-0.8783682877681896,2.860963423915683,angle_correlation,steel_4140,370.4399258571564,391.1735492883121,-1.211928490959302,358.75561532738976,al_4032_t6,383.5357312169883,-0.5359244607685554
111,1.9724330146717381,0.611119335081753,-0.8842052511826336,2.8566382658543716,angle_correlation,steel_4140,370.8248241545052,391.7784647877263,-1.2456746424849285,359.1436069304058,al_4032_t6,384.1468505520701,-0.5702196981545171
112,1.962326848934799,0.6085426520436386,-0.8900083269221382,2.852335175856937,angle_correlation,steel_4140,371.2074666410994,392.38084980519005,-1.2793128324970482,359.5293472924407,al_4032_t6,384.7553932041137,-0.6044028848863903
113,1.9522762826364923,0.605973254645221,-0.8957777509554564,2.8480540335919486,angle_correlation,steel_4140,371.58786926078204,392.98071120377045,-1.3128428485176258,359.9128520748923,al_4032_t6,385.36136645875894,-0.6384738458855566
114,1.9422809623127661,0.6034111755391791,-0.9015137571759196,2.843794719488686,angle_correlation,steel_4140,371.9660478146564,393.57805588266496,-1.3462644886050867,360.29413680155244,al_4032_t6,385.9647776342981,-0.6724324163034368
115,1.9323405373064348,0.600856446417481,-0.9072165774238332,2.839557114730268,angle_correlation,steel_4140,372.34201796268553,394.1728907763308,-1.3795775611971095,360.6732168600871,al_4032_t6,386.5656340807156,-0.7062784413554013
116,1.9224546597384395,0.5983090980231509,-0.912886441508531,2.8353411012469705,angle_correlation,steel_4140,372.7157952252574,394.7652228536054,-1.4127818849525298,361.05010750349913,al_4032_t6,387.16394317873875,-0.740011776154681
117,1.9126229844794405,0.595769160149132,-0.9185235772302237,2.831146561709664,angle_correlation,steel_4140,373.0873949847345,395.3550591168174,-1.4458772885905802,361.42482385157496,al_4032_t6,387.7597123388879,-0.7736322855498301
118,1.9028451691219024,0.5932366616500531,-0.9241282104015146,2.826973379523417,angle_correlation,steel_4140,373.45683248697367,395.94240660089696,-1.476385938405933,361.7973808923105,al_4032_t6,388.35294900053793,-0.8046621716317759
119,1.8931208739525687,0.5907116304505848,-0.9297005648686779,2.8228214388212467,angle_correlation,steel_4140,373.8241228428268,396.52727237248087,-1.5062971578139184,362.1677934833191,al_4032_t6,388.9436606309885,-0.8350907932754836
120,1.8834497619253454,0.5881940935506691,-0.9352408625326294,2.818690624457975,angle_correlation,steel_4140,374.1892810296202,397.10966352901835,-1.5361162193388012,362.53607635322186,al_4032_t6,389.5318547245392,-0.8654234581326747
