cycle,cycle_energy_balance_residual_J,cycle_max_delta_K,external_energy_J,gas_energy_J,h_model,liner_material,liner_tdc_end_K,max_temperature_K,min_path_hot_clearance_3um,min_temperature_K,piston_material,piston_skirt_end_K,skirt_liner_tdc_hot_clearance_3um
99,1.2971548589500985,0.38937004324742475,-0.502477939078504,1.7996327980286027,constant_h,steel_4140,342.4800724330175,348.60878890867906,0.967449530861586,333.630519968723,al_4032_t6,344.4526168594516,1.3098840271075218
100,1.291072260226236,0.3880659940336386,-0.5063770028920566,1.7974492631182923,constant_h,steel_4140,342.73801151610064,348.99532113113185,0.94886696264318,333.8897196694982,al_4032_t6,344.84068285348525,1.2911750886877016
101,1.285021963253631,0.3867628771566274,-0.5102540954644752,1.7952760587181062,constant_h,steel_4140,342.99447796580614,349.38057461826077,0.9303140215584094,334.1474599715198,al_4032_t6,345.2274457306419,1.272497786241722
102,1.2790037528203206,0.38546074548742126,-0.5141093759811827,1.7931131288015032,constant_h,steel_4140,343.24948264196945,349.764550049823,0.9117912100684578,334.40375143683906,al_4032_t6,345.6129064761293,1.253852597063343
103,1.2730174156069962,0.38415965115416384,-0.5179430021319873,1.7909604177389835,constant_h,steel_4140,343.5030363002268,350.14724815919925,0.8932990208565528,334.6586045283714,al_4032_t6,345.99706612728346,1.2352399887936016
104,1.2670627401651178,0.3828596455313118,-0.5217551301280254,1.7888178702931432,constant_h,steel_4140,343.7551495932877,350.5286697328748,0.8748379369372117,334.91202961101504,al_4032_t6,346.3799257728148,1.216660419546045
105,1.2611395168954953,0.38156077923338216,-0.5255459147184219,1.7866854316139171,constant_h,steel_4140,344.0058330721857,350.90881560988765,0.8564084317708165,335.1640369527549,al_4032_t6,346.76148655204815,1.198114338038181
106,1.255247538027239,0.3802631021051184,-0.5293155092067787,1.7845630472340177,constant_h,steel_4140,344.2550971874952,351.2876866812392,0.8380109693639781,335.41463672575406,al_4032_t6,347.1417496541533,1.1796021837122694
107,1.2493865975971639,0.3789666632187618,-0.5330640654673728,1.7824506630645367,constant_h,steel_4140,344.5029522905309,351.6652838892807,0.819646004392105,335.6638390074259,al_4032_t6,347.52071631737203,1.1611243868632215
108,1.2435564914295298,0.37767151086848116,-0.5367917339611594,1.7803482253906893,constant_h,steel_4140,344.7494086345199,352.04160822706905,0.8013139823068727,335.911653781494,al_4032_t6,347.8983878282405,1.1426813687638315
109,1.237757017116122,0.3763776925709408,-0.5404986637515794,1.7782556808677015,constant_h,steel_4140,344.99447637575446,352.41666073770625,0.7830153394543515,336.1580909390381,al_4032_t6,348.27476552081146,1.1242735417855698
110,1.2319879739967179,0.37508525506581236,-0.5441850025201151,1.776172976516833,constant_h,steel_4140,345.2381655747224,352.7904425136603,0.7647505031833646,336.4031602795259,al_4032_t6,348.64985077587727,1.105901309524704
111,1.2262491631398271,0.37379424431333064,-0.5478508965816762,1.7741000597215033,constant_h,steel_4140,345.4804861972175,353.162954696073,0.7465198919636151,336.6468715118294,al_4032_t6,349.0236450201906,1.0875650669168735
112,1.2205403873237892,0.3725047054982724,-0.5514964908997477,1.772036878223537,constant_h,steel_4140,345.721448115432,353.5341984740531,0.7283239155020382,336.88923425522995,al_4032_t6,349.3961497256889,1.0692652003676528
113,1.2148614510181233,0.37121668303461774,-0.5551219291013871,1.7699833801195104,constant_h,steel_4140,345.96106110903327,353.9041750839631,0.7101629748493821,337.1302580404124,al_4032_t6,349.7673664087235,1.0510020878582438
114,1.2092121603651882,0.3699302205653794,-0.5587273534919839,1.767939513857172,constant_h,steel_4140,346.1993348662193,354.27288580869896,0.6920374625218884,337.36995231043943,al_4032_t6,350.13729662928887,1.0327760990742618
115,1.2035923231620989,0.3686453609711293,-0.5623129050698696,1.7659052282319685,constant_h,steel_4140,346.4362789847575,354.6403319769656,0.6739477626114265,337.6083264217233,al_4032_t6,350.50594199026,1.0145875955185346
116,1.1980017488429429,0.3673621463716472,-0.5658787235407088,1.7638804723836516,constant_h,steel_4140,346.6719029730131,355.00651496254375,0.655894250896516,337.8453896449758,al_4032_t6,350.87330413663165,0.9964369306230125
117,1.1924402484612093,0.3660806181306384,-0.56942494733172,1.7618651957929294,constant_h,steel_4140,346.906216250959,355.3714361835629,0.6378772949569012,338.08115116615227,al_4032_t6,351.2393847547623,0.9783244498686727
118,1.1869076346724838,0.3648008168687511,-0.5729517136057383,1.759859348278222,constant_h,steel_4140,347.1392281511678,355.73509710176506,0.6198972542845738,338.3156200873822,al_4032_t6,351.60418557163104,0.9602504908929888
119,1.181403721717396,0.3635227824617573,-0.5764591582750749,1.757862879992471,constant_h,steel_4140,347.37094791979473,356.0974992217772,0.6019544803947952,338.5488054278878,al_4032_t6,351.9677083540928,0.94221538360717
120,1.1759283254047914,0.3622465540516373,-0.5799474160152018,1.7558757414199933,constant_h,steel_4140,347.60138471754516,356.4586440903796,0.584049316934454,338.78071612489134,al_4032_t6,352.32995490814443,0.9242194502991907
1,3.545747342021214,2.6189960128886014,-0.0008741932268047608,3.546621535248019,angle_correlation,steel_4140,302.6189960128886,302.6189960128886,2.7262199231685713,300.02033568868796,al_4032_t6,300.4442526338117,2.8859565158088074
2,3.524688588808507,2.2459850525097522,-0.004373229694721868,3.5290618185032288,angle_correlation,steel_4140,304.86498106539835,304.86498106539835,2.672249045160946,300.08104925635047,al_4032_t6,301.04640856048616,2.9518435864543946
3,3.503888336490544,1.942977211405605,-0.009881770722705132,3.5137701072132494,angle_correlation,steel_4140,306.80795827680396,306.80795827680396,2.623033284087306,300.1909748655287,al_4032_t6,301.759772502328,2.9929858503274787
4,3.4833542454274244,1.6997069768682422,-0.016853032249667867,3.5002072776770925,angle_correlation,steel_4140,308.5076652536722,308.5076652536722,2.5768047513539116,300.3544104574114,al_4032_t6,302.55058226550983,3.0152370417662056
